Tournament,Stage,Match Type,Match Name,Map,Team,Type,Initiated,Won
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Split,Cloud9,$ (won),2,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Split,Cloud9,$$ (won),6,2
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Split,Cloud9,$$$ (won),10,6
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Split,MIBR,Pistol Won,,2
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Split,MIBR,Eco (won),2,2
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Split,MIBR,$ (won),0,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Split,MIBR,$$ (won),8,4
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Split,MIBR,$$$ (won),11,7
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Lotus,Cloud9,Pistol Won,,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Lotus,Cloud9,Eco (won),2,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Lotus,Cloud9,$ (won),1,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Lotus,Cloud9,$$ (won),11,7
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Lotus,Cloud9,$$$ (won),9,5
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Lotus,MIBR,Pistol Won,,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Lotus,MIBR,Eco (won),3,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Lotus,MIBR,$ (won),1,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Lotus,MIBR,$$ (won),5,2
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Lotus,MIBR,$$$ (won),14,6
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,All Maps,Cloud9,Pistol Won,,3
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,All Maps,Cloud9,Eco (won),7,3
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,All Maps,Cloud9,$ (won),5,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,All Maps,Cloud9,$$ (won),25,12
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,All Maps,Cloud9,$$$ (won),31,19
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,All Maps,MIBR,Pistol Won,,3
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,All Maps,MIBR,Eco (won),9,4
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,All Maps,MIBR,$ (won),2,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,All Maps,MIBR,$$ (won),16,6
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,All Maps,MIBR,$$$ (won),41,23
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,Split,LOUD,Pistol Won,,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,Split,LOUD,Eco (won),3,2
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,Split,LOUD,$ (won),0,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,Split,LOUD,$$ (won),5,2
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,Split,LOUD,$$$ (won),16,9
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,Split,Sentinels,Pistol Won,,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,Split,Sentinels,Eco (won),4,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,Split,Sentinels,$ (won),1,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,Split,Sentinels,$$ (won),7,5
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,Split,Sentinels,$$$ (won),12,5
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,Ascent,LOUD,Pistol Won,,2
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,Ascent,LOUD,Eco (won),2,2
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,Ascent,LOUD,$ (won),1,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,Ascent,LOUD,$$ (won),7,4
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,Ascent,LOUD,$$$ (won),12,6
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,Ascent,Sentinels,Pistol Won,,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,Ascent,Sentinels,Eco (won),4,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,Ascent,Sentinels,$ (won),0,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,Ascent,Sentinels,$$ (won),6,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,Ascent,Sentinels,$$$ (won),12,8
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,All Maps,LOUD,Pistol Won,,3
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,All Maps,LOUD,Eco (won),5,4
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,All Maps,LOUD,$ (won),1,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,All Maps,LOUD,$$ (won),12,6
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,All Maps,LOUD,$$$ (won),28,15
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,All Maps,Sentinels,Pistol Won,,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,All Maps,Sentinels,Eco (won),8,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,All Maps,Sentinels,$ (won),1,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,All Maps,Sentinels,$$ (won),13,6
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,All Maps,Sentinels,$$$ (won),24,13
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Bind,Leviatán,Pistol Won,,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Bind,Leviatán,Eco (won),3,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Bind,Leviatán,$ (won),0,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Bind,Leviatán,$$ (won),3,2
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Bind,Leviatán,$$$ (won),16,10
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Bind,100 Thieves,Pistol Won,,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Bind,100 Thieves,Eco (won),3,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Bind,100 Thieves,$ (won),2,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Bind,100 Thieves,$$ (won),3,2
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Bind,100 Thieves,$$$ (won),14,5
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Split,Leviatán,Pistol Won,,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Split,Leviatán,Eco (won),3,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Split,Leviatán,$ (won),3,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Split,Leviatán,$$ (won),6,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Split,Leviatán,$$$ (won),4,3
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Split,100 Thieves,Pistol Won,,2
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Split,100 Thieves,Eco (won),2,2
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Split,100 Thieves,$ (won),0,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Split,100 Thieves,$$ (won),5,4
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Split,100 Thieves,$$$ (won),9,7
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Icebox,Leviatán,Pistol Won,,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Icebox,Leviatán,Eco (won),3,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Icebox,Leviatán,$ (won),1,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Icebox,Leviatán,$$ (won),5,4
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Icebox,Leviatán,$$$ (won),15,7
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Icebox,100 Thieves,Pistol Won,,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Icebox,100 Thieves,Eco (won),3,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Icebox,100 Thieves,$ (won),2,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Icebox,100 Thieves,$$ (won),5,3
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Icebox,100 Thieves,$$$ (won),14,7
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,All Maps,Leviatán,Pistol Won,,2
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,All Maps,Leviatán,Eco (won),9,2
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,All Maps,Leviatán,$ (won),4,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,All Maps,Leviatán,$$ (won),14,6
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,All Maps,Leviatán,$$$ (won),35,20
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,All Maps,100 Thieves,Pistol Won,,4
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,All Maps,100 Thieves,Eco (won),8,4
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,All Maps,100 Thieves,$ (won),4,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,All Maps,100 Thieves,$$ (won),13,9
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,All Maps,100 Thieves,$$$ (won),37,19
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Icebox,KRÜ Esports,Pistol Won,,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Icebox,KRÜ Esports,Eco (won),4,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Icebox,KRÜ Esports,$ (won),1,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Icebox,KRÜ Esports,$$ (won),2,2
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Icebox,KRÜ Esports,$$$ (won),15,11
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Icebox,G2 Esports,Pistol Won,,2
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Icebox,G2 Esports,Eco (won),2,2
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Icebox,G2 Esports,$ (won),1,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Icebox,G2 Esports,$$ (won),7,4
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Icebox,G2 Esports,$$$ (won),12,3
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Sunset,KRÜ Esports,Pistol Won,,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Sunset,KRÜ Esports,Eco (won),3,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Sunset,KRÜ Esports,$ (won),1,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Sunset,KRÜ Esports,$$ (won),5,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Sunset,KRÜ Esports,$$$ (won),13,7
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Sunset,G2 Esports,Pistol Won,,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Sunset,G2 Esports,Eco (won),3,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Sunset,G2 Esports,$ (won),0,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Sunset,G2 Esports,$$ (won),7,3
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Sunset,G2 Esports,$$$ (won),12,9
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Ascent,KRÜ Esports,Pistol Won,,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Ascent,KRÜ Esports,Eco (won),3,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Ascent,KRÜ Esports,$ (won),0,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Ascent,KRÜ Esports,$$ (won),6,5
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Ascent,KRÜ Esports,$$$ (won),15,5
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Ascent,G2 Esports,Pistol Won,,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Ascent,G2 Esports,Eco (won),3,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Ascent,G2 Esports,$ (won),2,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Ascent,G2 Esports,$$ (won),9,6
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Ascent,G2 Esports,$$$ (won),10,5
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,All Maps,KRÜ Esports,Pistol Won,,2
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,All Maps,KRÜ Esports,Eco (won),10,2
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,All Maps,KRÜ Esports,$ (won),2,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,All Maps,KRÜ Esports,$$ (won),13,8
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,All Maps,KRÜ Esports,$$$ (won),43,23
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,All Maps,G2 Esports,Pistol Won,,4
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,All Maps,G2 Esports,Eco (won),8,4
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,All Maps,G2 Esports,$ (won),3,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,All Maps,G2 Esports,$$ (won),23,13
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,All Maps,G2 Esports,$$$ (won),34,17
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,Split,FURIA,Pistol Won,,1
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,Split,FURIA,Eco (won),3,1
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,Split,FURIA,$ (won),2,0
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,Split,FURIA,$$ (won),5,3
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,Split,FURIA,$$$ (won),12,5
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,Split,MIBR,Pistol Won,,1
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,Split,MIBR,Eco (won),3,2
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,Split,MIBR,$ (won),1,0
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,Split,MIBR,$$ (won),1,1
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,Split,MIBR,$$$ (won),17,10
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,Breeze,FURIA,Pistol Won,,0
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,Breeze,FURIA,Eco (won),4,0
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,Breeze,FURIA,$ (won),0,0
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,Breeze,FURIA,$$ (won),3,1
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,Breeze,FURIA,$$$ (won),17,10
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,Breeze,MIBR,Pistol Won,,2
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,Breeze,MIBR,Eco (won),2,2
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,Breeze,MIBR,$ (won),2,1
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,Breeze,MIBR,$$ (won),8,3
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,Breeze,MIBR,$$$ (won),12,7
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,All Maps,FURIA,Pistol Won,,1
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,All Maps,FURIA,Eco (won),7,1
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,All Maps,FURIA,$ (won),2,0
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,All Maps,FURIA,$$ (won),8,4
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,All Maps,FURIA,$$$ (won),29,15
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,All Maps,MIBR,Pistol Won,,3
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,All Maps,MIBR,Eco (won),5,4
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,All Maps,MIBR,$ (won),3,1
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,All Maps,MIBR,$$ (won),9,4
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,All Maps,MIBR,$$$ (won),29,17
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Lotus,Sentinels,Pistol Won,,2
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Lotus,Sentinels,Eco (won),2,2
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Lotus,Sentinels,$ (won),1,0
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Lotus,Sentinels,$$ (won),6,4
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Lotus,Sentinels,$$$ (won),9,7
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Lotus,100 Thieves,Pistol Won,,0
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Lotus,100 Thieves,Eco (won),3,0
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Lotus,100 Thieves,$ (won),2,0
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Lotus,100 Thieves,$$ (won),5,2
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Lotus,100 Thieves,$$$ (won),8,3
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Bind,Sentinels,Pistol Won,,1
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Bind,Sentinels,Eco (won),3,1
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Bind,Sentinels,$ (won),0,0
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Bind,Sentinels,$$ (won),6,2
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Bind,Sentinels,$$$ (won),10,3
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Bind,100 Thieves,Pistol Won,,1
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Bind,100 Thieves,Eco (won),3,1
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Bind,100 Thieves,$ (won),0,0
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Bind,100 Thieves,$$ (won),2,1
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Bind,100 Thieves,$$$ (won),14,11
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Split,Sentinels,Pistol Won,,1
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Split,Sentinels,Eco (won),3,1
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Split,Sentinels,$ (won),1,1
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Split,Sentinels,$$ (won),5,3
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Split,Sentinels,$$$ (won),12,8
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Split,100 Thieves,Pistol Won,,1
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Split,100 Thieves,Eco (won),3,1
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Split,100 Thieves,$ (won),3,1
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Split,100 Thieves,$$ (won),6,3
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Split,100 Thieves,$$$ (won),9,3
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,All Maps,Sentinels,Pistol Won,,4
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,All Maps,Sentinels,Eco (won),8,4
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,All Maps,Sentinels,$ (won),2,1
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,All Maps,Sentinels,$$ (won),17,9
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,All Maps,Sentinels,$$$ (won),31,18
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,All Maps,100 Thieves,Pistol Won,,2
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,All Maps,100 Thieves,Eco (won),9,2
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,All Maps,100 Thieves,$ (won),5,1
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,All Maps,100 Thieves,$$ (won),13,6
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,All Maps,100 Thieves,$$$ (won),31,17
Champions Tour 2024: Americas Kickoff,Group Stage,Winner's (A),NRG Esports vs Cloud9,Sunset,NRG Esports,Pistol Won,,1
Champions Tour 2024: Americas Kickoff,Group Stage,Winner's (A),NRG Esports vs Cloud9,Sunset,NRG Esports,Eco (won),3,2
