Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Ascent,Evil Geniuses,sova,1,0,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Ascent,FURIA,omen,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Ascent,FURIA,jett,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Ascent,FURIA,kayo,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Ascent,FURIA,sova,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Ascent,FURIA,killjoy,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,Sentinels,viper,1,2,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,Sentinels,raze,1,2,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,Sentinels,skye,1,2,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,Sentinels,brimstone,1,2,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,Sentinels,yoru,1,2,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,LOUD,viper,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,LOUD,kayo,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,LOUD,breach,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,LOUD,brimstone,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,LOUD,phoenix,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,MIBR,viper,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,MIBR,raze,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,MIBR,jett,0,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,MIBR,skye,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,MIBR,brimstone,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,MIBR,kayo,1,0,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,Leviatán,viper,2,1,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,Leviatán,raze,2,1,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,Leviatán,skye,2,1,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,Leviatán,gekko,2,1,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,Leviatán,harbor,2,1,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,Cloud9,viper,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,Cloud9,raze,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,Cloud9,skye,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,Cloud9,brimstone,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,Cloud9,yoru,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,100 Thieves,viper,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,100 Thieves,raze,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,100 Thieves,gekko,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,100 Thieves,brimstone,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Bind,100 Thieves,fade,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,Sentinels,viper,5,2,7
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,Sentinels,omen,5,2,7
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,Sentinels,raze,5,2,7
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,Sentinels,cypher,5,2,7
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,Sentinels,skye,5,2,7
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,LOUD,viper,2,1,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,LOUD,omen,2,1,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,LOUD,raze,2,1,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,LOUD,skye,2,1,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,LOUD,breach,2,1,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,G2 Esports,viper,3,0,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,G2 Esports,omen,3,0,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,G2 Esports,raze,3,0,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,G2 Esports,cypher,3,0,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,G2 Esports,breach,3,0,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,MIBR,viper,2,2,4
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,MIBR,raze,2,2,4
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,MIBR,jett,2,2,4
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,MIBR,skye,2,2,4
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,MIBR,astra,2,2,4
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,Leviatán,omen,0,1,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,Leviatán,raze,0,3,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,Leviatán,cypher,0,1,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,Leviatán,sova,0,1,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,Leviatán,breach,0,1,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,Leviatán,viper,0,2,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,Leviatán,jett,0,2,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,Leviatán,skye,0,2,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,Leviatán,astra,0,2,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,NRG Esports,viper,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,NRG Esports,omen,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,NRG Esports,raze,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,NRG Esports,skye,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,NRG Esports,breach,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,Cloud9,viper,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,Cloud9,raze,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,Cloud9,skye,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,Cloud9,killjoy,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,Cloud9,astra,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,100 Thieves,viper,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,100 Thieves,raze,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,100 Thieves,gekko,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,100 Thieves,fade,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,100 Thieves,astra,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,KRÜ Esports,viper,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,KRÜ Esports,jett,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,KRÜ Esports,skye,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,KRÜ Esports,kayo,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,KRÜ Esports,astra,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,FURIA,viper,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,FURIA,raze,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,FURIA,jett,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,FURIA,skye,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Split,FURIA,astra,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Lotus,Sentinels,viper,2,0,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Lotus,Sentinels,omen,2,0,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Lotus,Sentinels,raze,2,0,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Lotus,Sentinels,killjoy,2,0,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Lotus,Sentinels,fade,2,0,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Lotus,LOUD,viper,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Lotus,LOUD,omen,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Lotus,LOUD,skye,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Lotus,LOUD,breach,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Lotus,LOUD,phoenix,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Lotus,MIBR,viper,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Lotus,MIBR,omen,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Lotus,MIBR,raze,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Lotus,MIBR,skye,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Lotus,MIBR,killjoy,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Lotus,Cloud9,omen,1,0,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Lotus,Cloud9,raze,1,0,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Lotus,Cloud9,killjoy,1,0,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Lotus,Cloud9,gekko,1,0,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Lotus,Cloud9,fade,1,0,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Lotus,100 Thieves,viper,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Lotus,100 Thieves,omen,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Lotus,100 Thieves,raze,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Lotus,100 Thieves,fade,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Lotus,100 Thieves,chamber,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,Sentinels,omen,3,0,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,Sentinels,raze,3,0,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,Sentinels,cypher,3,0,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,Sentinels,kayo,3,0,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,Sentinels,gekko,3,0,3
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,LOUD,viper,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,LOUD,omen,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,LOUD,sova,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,LOUD,breach,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,LOUD,phoenix,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,G2 Esports,viper,2,3,5
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,G2 Esports,omen,2,3,5
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,G2 Esports,raze,2,3,5
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,G2 Esports,cypher,2,3,5
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,G2 Esports,sova,2,3,5
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,MIBR,viper,1,0,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,MIBR,omen,1,0,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,MIBR,raze,1,0,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,MIBR,cypher,1,0,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,MIBR,skye,1,0,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,NRG Esports,viper,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,NRG Esports,omen,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,NRG Esports,jett,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,NRG Esports,cypher,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,NRG Esports,skye,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,Cloud9,viper,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,Cloud9,omen,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,Cloud9,raze,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,Cloud9,skye,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,Cloud9,yoru,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,KRÜ Esports,viper,0,2,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,KRÜ Esports,omen,0,2,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,KRÜ Esports,kayo,0,2,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,KRÜ Esports,fade,0,2,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,KRÜ Esports,chamber,0,2,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,Evil Geniuses,omen,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,Evil Geniuses,raze,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,Evil Geniuses,cypher,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,Evil Geniuses,breach,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Sunset,Evil Geniuses,fade,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,Sentinels,viper,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,Sentinels,jett,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,Sentinels,kayo,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,Sentinels,killjoy,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,Sentinels,gekko,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,LOUD,viper,2,0,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,LOUD,jett,2,0,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,LOUD,sova,2,0,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,LOUD,killjoy,2,0,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,LOUD,harbor,2,0,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,G2 Esports,viper,0,2,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,G2 Esports,jett,0,2,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,G2 Esports,sova,0,2,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,G2 Esports,killjoy,0,2,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,G2 Esports,brimstone,0,2,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,Leviatán,viper,1,0,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,Leviatán,sova,1,0,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,Leviatán,killjoy,1,0,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,Leviatán,harbor,1,0,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,Leviatán,reyna,1,0,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,100 Thieves,viper,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,100 Thieves,jett,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,100 Thieves,sova,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,100 Thieves,killjoy,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,100 Thieves,gekko,0,1,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,KRÜ Esports,viper,1,0,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,KRÜ Esports,jett,1,0,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,KRÜ Esports,kayo,1,0,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,KRÜ Esports,sova,1,0,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,KRÜ Esports,killjoy,1,0,1
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,Evil Geniuses,viper,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,Evil Geniuses,kayo,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,Evil Geniuses,killjoy,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,Evil Geniuses,gekko,1,1,2
Champions Tour 2024: Americas Kickoff,All Stages,All Match Types,Icebox,Evil Geniuses,deadlock,1,1,2
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Ascent,FunPlus Phoenix,jett,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Ascent,FunPlus Phoenix,cypher,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Ascent,FunPlus Phoenix,omen,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Ascent,FunPlus Phoenix,yoru,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Ascent,FunPlus Phoenix,fade,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Ascent,Dragon Ranger Gaming,sova,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Ascent,Dragon Ranger Gaming,jett,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Ascent,Dragon Ranger Gaming,kayo,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Ascent,Dragon Ranger Gaming,omen,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Ascent,Dragon Ranger Gaming,killjoy,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Breeze,FunPlus Phoenix,sova,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Breeze,FunPlus Phoenix,jett,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Breeze,FunPlus Phoenix,viper,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Breeze,FunPlus Phoenix,yoru,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Breeze,FunPlus Phoenix,astra,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Breeze,Dragon Ranger Gaming,sova,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Breeze,Dragon Ranger Gaming,jett,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Breeze,Dragon Ranger Gaming,cypher,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Breeze,Dragon Ranger Gaming,kayo,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Breeze,Dragon Ranger Gaming,viper,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Sunset,EDward Gaming,sova,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Sunset,EDward Gaming,cypher,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Sunset,EDward Gaming,kayo,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Sunset,EDward Gaming,raze,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Sunset,EDward Gaming,omen,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Sunset,Trace Esports,sova,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Sunset,Trace Esports,cypher,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Sunset,Trace Esports,raze,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Sunset,Trace Esports,omen,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Sunset,Trace Esports,breach,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Bind,EDward Gaming,sova,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Bind,EDward Gaming,cypher,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Bind,EDward Gaming,kayo,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Bind,EDward Gaming,raze,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Bind,EDward Gaming,brimstone,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Bind,Trace Esports,jett,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Bind,Trace Esports,raze,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Bind,Trace Esports,viper,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Bind,Trace Esports,brimstone,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,Bind,Trace Esports,skye,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Breeze,FunPlus Phoenix,jett,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Breeze,FunPlus Phoenix,viper,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Breeze,FunPlus Phoenix,sova,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Breeze,FunPlus Phoenix,yoru,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Breeze,FunPlus Phoenix,astra,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Breeze,EDward Gaming,jett,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Breeze,EDward Gaming,viper,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Breeze,EDward Gaming,sova,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Breeze,EDward Gaming,cypher,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Breeze,EDward Gaming,kayo,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Split,FunPlus Phoenix,omen,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Split,FunPlus Phoenix,yoru,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Split,FunPlus Phoenix,cypher,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Split,FunPlus Phoenix,breach,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Split,FunPlus Phoenix,raze,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Split,EDward Gaming,viper,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Split,EDward Gaming,omen,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Split,EDward Gaming,breach,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Split,EDward Gaming,raze,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Split,EDward Gaming,skye,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Icebox,FunPlus Phoenix,jett,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Icebox,FunPlus Phoenix,viper,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Icebox,FunPlus Phoenix,omen,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Icebox,FunPlus Phoenix,gekko,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Icebox,FunPlus Phoenix,reyna,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Icebox,EDward Gaming,jett,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Icebox,EDward Gaming,viper,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Icebox,EDward Gaming,sova,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Icebox,EDward Gaming,kayo,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Icebox,EDward Gaming,killjoy,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Ascent,FunPlus Phoenix,jett,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Ascent,FunPlus Phoenix,omen,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Ascent,FunPlus Phoenix,yoru,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Ascent,FunPlus Phoenix,cypher,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Ascent,FunPlus Phoenix,fade,0,1,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Ascent,EDward Gaming,jett,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Ascent,EDward Gaming,viper,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Ascent,EDward Gaming,omen,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Ascent,EDward Gaming,sova,1,0,1
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,Ascent,EDward Gaming,breach,1,0,1
Champions Tour 2024: China Kickoff,Play-Ins,Round-Robin,Breeze,Trace Esports,viper,0,1,1
Champions Tour 2024: China Kickoff,Play-Ins,Round-Robin,Breeze,Trace Esports,cypher,0,1,1
Champions Tour 2024: China Kickoff,Play-Ins,Round-Robin,Breeze,Trace Esports,jett,0,1,1
