Tournament,Stage,Match Type,Match Name,Map,Team,Player,Agents,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,Econ,Spike Plants,Spike Defuses
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group B,Lv10 vs Vicious Flawless,Breeze,Vicious Flawless,BTZz,cypher,3,,,,,,,,,44,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group B,Lv10 vs Vicious Flawless,Breeze,Vicious Flawless,Ludens,skye,,1,,,,,,,,30,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group B,Lv10 vs Vicious Flawless,Breeze,Vicious Flawless,Ayuusa,brimstone,1,1,,,1,1,,,,36,2,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,FIRST Gaming vs FUKUSHIMA IBUSHIGIN,Ascent,FIRST Gaming,Masamune,omen,1,2,,,,,,1,,45,1,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,FIRST Gaming vs FUKUSHIMA IBUSHIGIN,Ascent,FIRST Gaming,momidi,killjoy,1,1,,,1,1,,,,50,1,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,FIRST Gaming vs FUKUSHIMA IBUSHIGIN,Ascent,FIRST Gaming,tempz,sova,1,1,1,,,1,,,,49,4,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,FIRST Gaming vs FUKUSHIMA IBUSHIGIN,Ascent,FIRST Gaming,KomIkku,reyna,2,1,,,1,,,,,35,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,FIRST Gaming vs FUKUSHIMA IBUSHIGIN,Ascent,FIRST Gaming,kuria,jett,2,2,2,,,,,,,95,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,FIRST Gaming vs FUKUSHIMA IBUSHIGIN,Ascent,FUKUSHIMA IBUSHIGIN,Noise,astra,4,,,,1,,,,,48,3,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,FIRST Gaming vs FUKUSHIMA IBUSHIGIN,Ascent,FUKUSHIMA IBUSHIGIN,Ld,reyna,4,1,1,,,,,,,74,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,FIRST Gaming vs FUKUSHIMA IBUSHIGIN,Ascent,FUKUSHIMA IBUSHIGIN,hihumi,sage,3,,1,,,,,,,32,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,FIRST Gaming vs FUKUSHIMA IBUSHIGIN,Ascent,FUKUSHIMA IBUSHIGIN,MihaL,sova,3,,,,,,,,,58,3,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,FIRST Gaming vs FUKUSHIMA IBUSHIGIN,Ascent,FUKUSHIMA IBUSHIGIN,SLZ,cypher,3,,,,1,,,,,41,0,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,Gaming Team SELECTOR vs Defect,Haven,Gaming Team SELECTOR,kaguya,astra,5,,,,1,,,,,42,3,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,Gaming Team SELECTOR vs Defect,Haven,Gaming Team SELECTOR,hiroronn,reyna,5,1,,,,,,,,68,0,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,Gaming Team SELECTOR vs Defect,Haven,Gaming Team SELECTOR,Shinryaku,killjoy,3,,,,,,,,,38,4,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,Gaming Team SELECTOR vs Defect,Haven,Gaming Team SELECTOR,MrTenzouEz,skye,4,1,,,,,,,,51,1,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,Gaming Team SELECTOR vs Defect,Haven,Gaming Team SELECTOR,RIA,raze,4,1,,,,,,,,54,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,Gaming Team SELECTOR vs Defect,Haven,Defect,Matewie,cypher,3,,,,,,,,,34,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,Gaming Team SELECTOR vs Defect,Haven,Defect,Bilia,sage,2,1,,,,,,,,52,3,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,Gaming Team SELECTOR vs Defect,Haven,Defect,Ripu,omen,1,,,,,,,,,29,2,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,Gaming Team SELECTOR vs Defect,Haven,Defect,Siz,skye,1,2,,,,,,,,62,0,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,Gaming Team SELECTOR vs Defect,Haven,Defect,5exe,jett,5,,,,,,,,,58,1,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,NeoAimer vs Creatives,Haven,NeoAimer,LAF,cypher,4,1,,,,,,,,77,2,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,NeoAimer vs Creatives,Haven,NeoAimer,hyouka,astra,4,5,,,,,,,,102,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,NeoAimer vs Creatives,Haven,NeoAimer,NeokinG,jett,4,1,,,,,,,,48,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,NeoAimer vs Creatives,Haven,NeoAimer,GeomJeonG,skye,2,1,,,1,,,,,45,3,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,NeoAimer vs Creatives,Haven,NeoAimer,りーさん,sova,3,1,,,,,,,,41,2,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,NeoAimer vs Creatives,Haven,Creatives,LiZ,raze,1,1,,,1,,,,,48,1,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,NeoAimer vs Creatives,Haven,Creatives,Aerah,omen,1,,,,,,,,,25,3,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,NeoAimer vs Creatives,Haven,Creatives,Ryuya,sova,1,1,1,,2,1,,,,66,0,2
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,NeoAimer vs Creatives,Haven,Creatives,GunPop,cypher,2,,1,,,,,,,47,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group C,NeoAimer vs Creatives,Haven,Creatives,Rabbi,jett,4,,,,,1,,,,27,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,Chimimouryou vs Updraft,Bind,Chimimouryou,AzeL,sova,,,,,,,,,,44,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,Chimimouryou vs Updraft,Bind,Chimimouryou,Siro,reyna,1,,,,,,,,,37,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,Chimimouryou vs Updraft,Bind,Chimimouryou,Twinte,astra,2,,,,,,,,,26,6,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,Chimimouryou vs Updraft,Bind,Chimimouryou,Vaton,viper,2,1,,,,,,,,44,0,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,Chimimouryou vs Updraft,Bind,Chimimouryou,ebichu,raze,2,1,,,,,,,,51,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,Chimimouryou vs Updraft,Bind,Updraft,EROC,yoru,2,1,,,,,,,,38,1,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,Chimimouryou vs Updraft,Bind,Updraft,Dhimoruto,astra,3,,,,,,,,,51,1,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,Chimimouryou vs Updraft,Bind,Updraft,hatty,skye,3,,,,1,,,,,66,0,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,Chimimouryou vs Updraft,Bind,Updraft,thiefy,raze,3,2,,,1,,,,,68,1,2
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,Chimimouryou vs Updraft,Bind,Updraft,KaKU,sova,2,2,1,,,1,,,,108,1,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,SETOUCHI ENLIFE vs AKIHABARA ENCOUNT,Ascent,SETOUCHI ENLIFE,fujiyama,jett,6,1,1,,,,,,,58,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,SETOUCHI ENLIFE vs AKIHABARA ENCOUNT,Ascent,SETOUCHI ENLIFE,Akio,phoenix,2,3,,,,,,,,61,0,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,SETOUCHI ENLIFE vs AKIHABARA ENCOUNT,Ascent,SETOUCHI ENLIFE,Hakuja,astra,1,1,,,,,,,,27,3,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,SETOUCHI ENLIFE vs AKIHABARA ENCOUNT,Ascent,SETOUCHI ENLIFE,ganhoi,killjoy,1,2,,,1,,,,,38,1,2
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,SETOUCHI ENLIFE vs AKIHABARA ENCOUNT,Ascent,SETOUCHI ENLIFE,yami,sova,2,2,,,1,1,,,,45,4,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,SETOUCHI ENLIFE vs AKIHABARA ENCOUNT,Ascent,AKIHABARA ENCOUNT,Kyrei,phoenix,4,2,,,,,,,,56,1,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,SETOUCHI ENLIFE vs AKIHABARA ENCOUNT,Ascent,AKIHABARA ENCOUNT,Namikaze,jett,4,1,1,,,,,,,61,0,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,SETOUCHI ENLIFE vs AKIHABARA ENCOUNT,Ascent,AKIHABARA ENCOUNT,wekabipo,omen,2,,,,,,,,,38,2,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,SETOUCHI ENLIFE vs AKIHABARA ENCOUNT,Ascent,AKIHABARA ENCOUNT,Feily,cypher,3,1,,,1,1,,,,49,1,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,SETOUCHI ENLIFE vs AKIHABARA ENCOUNT,Ascent,AKIHABARA ENCOUNT,Galahad,skye,3,,1,,,,,,,29,3,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,New Team vs Doubt the theory,Bind,New Team,oikou,sova,2,1,1,1,,,,,,63,1,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,New Team vs Doubt the theory,Bind,New Team,Alive,raze,4,,,,,,,,,56,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,New Team vs Doubt the theory,Bind,New Team,SyouTa,astra,5,,,1,,,,,,68,7,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,New Team vs Doubt the theory,Bind,New Team,Koff,reyna,,1,,,,,,,,67,0,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,New Team vs Doubt the theory,Bind,New Team,nanasaki,cypher,4,1,,,,,,,,63,1,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,New Team vs Doubt the theory,Bind,Doubt the theory,Floaty,jett,3,2,,,,,,,,57,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,New Team vs Doubt the theory,Bind,Doubt the theory,ærosol,skye,1,,,,,,,,,22,0,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,New Team vs Doubt the theory,Bind,Doubt the theory,nairu,brimstone,,1,,,,1,,,,41,2,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,New Team vs Doubt the theory,Bind,Doubt the theory,EleGqnt,sage,1,1,,,,,,,,52,1,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group D,New Team vs Doubt the theory,Bind,Doubt the theory,darutaru,viper,2,,,,,,,,,37,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group E,iXA vs Atsumatte Mita,Ascent,iXA,Affe,astra,3,3,,,,,,,,100,2,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group E,iXA vs Atsumatte Mita,Ascent,iXA,Swee,phoenix,3,,,,,,,,,70,1,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group E,iXA vs Atsumatte Mita,Ascent,iXA,mnz,killjoy,,1,1,,,,,,,61,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group E,iXA vs Atsumatte Mita,Ascent,iXA,柳ヶ瀬鈴乃,jett,5,,,,,,,,,59,0,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group E,iXA vs Atsumatte Mita,Ascent,iXA,anbasa,sova,2,1,,,1,,,,,81,1,3
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group E,iXA vs Atsumatte Mita,Ascent,Atsumatte Mita,Myself,killjoy,1,,,,,,,,,22,2,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group E,iXA vs Atsumatte Mita,Ascent,Atsumatte Mita,Gabriel,omen,,,,,,,,,,23,4,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group E,iXA vs Atsumatte Mita,Ascent,Atsumatte Mita,ariaceu,sova,2,2,,,1,,,,,43,1,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group E,iXA vs Atsumatte Mita,Ascent,Atsumatte Mita,TAMAGO,jett,3,,,,,,,,,46,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group E,iXA vs Atsumatte Mita,Ascent,Atsumatte Mita,そうちゃん,skye,2,1,,,,,,,,48,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group E,Dandelion vs Absolute JUPITER,Icebox,Dandelion,nqmiless,sova,2,1,,,,,,,,44,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group E,Dandelion vs Absolute JUPITER,Icebox,Dandelion,muto,killjoy,,,,,,,,,,25,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group E,Dandelion vs Absolute JUPITER,Icebox,Dandelion,azuma,jett,,,,,,,,,,22,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group E,Dandelion vs Absolute JUPITER,Icebox,Dandelion,Kapibara,viper,1,,,,,,,,,37,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group E,Dandelion vs Absolute JUPITER,Icebox,Dandelion,tankoro,sage,1,,,,,,,,,23,2,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group E,Dandelion vs Absolute JUPITER,Icebox,Absolute JUPITER,Laz,sage,2,,,,,,,,,51,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group E,Dandelion vs Absolute JUPITER,Icebox,Absolute JUPITER,crow,sova,4,,,,1,,,,,133,0,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group E,Dandelion vs Absolute JUPITER,Icebox,Absolute JUPITER,takej,reyna,8,,,,,,,,,154,0,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group E,Dandelion vs Absolute JUPITER,Icebox,Absolute JUPITER,Reita,jett,3,1,,,,,,,,120,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group E,Dandelion vs Absolute JUPITER,Icebox,Absolute JUPITER,makiba,viper,2,,,,1,,,,,53,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,BlackBird Ignis vs Shimada Family,Haven,BlackBird Ignis,Pepper,sage,5,1,,,,,,,,53,1,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,BlackBird Ignis vs Shimada Family,Haven,BlackBird Ignis,oitaN,killjoy,3,1,,,,,,,,66,1,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,BlackBird Ignis vs Shimada Family,Haven,BlackBird Ignis,poem,breach,4,1,,,,,,,,43,6,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,BlackBird Ignis vs Shimada Family,Haven,BlackBird Ignis,RIPablo,astra,2,,,,,,,,,49,2,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,BlackBird Ignis vs Shimada Family,Haven,BlackBird Ignis,popogachi,skye,4,1,,,,,,,,68,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,BlackBird Ignis vs Shimada Family,Haven,Shimada Family,Hez,reyna,1,,,,,,,,,34,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,BlackBird Ignis vs Shimada Family,Haven,Shimada Family,EvanNs,jett,4,,,,,,,,,57,1,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,BlackBird Ignis vs Shimada Family,Haven,Shimada Family,Dekop0n7,killjoy,1,1,,,,,,,,45,1,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,BlackBird Ignis vs Shimada Family,Haven,Shimada Family,MORi,sova,3,,,,,,,,,52,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,BlackBird Ignis vs Shimada Family,Haven,Shimada Family,Aoi,omen,2,,,,,2,,,,36,1,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,NEXUS vs FENNEL,Haven,NEXUS,RinRin,cypher,1,1,,,,,,,,27,2,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,NEXUS vs FENNEL,Haven,NEXUS,hiyokomaru,sova,1,1,,,,,,,,32,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,NEXUS vs FENNEL,Haven,NEXUS,nura,omen,2,,,,,,,,,41,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,NEXUS vs FENNEL,Haven,NEXUS,chanlee,jett,2,1,,,,,,,,36,1,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,NEXUS vs FENNEL,Haven,NEXUS,Delta,skye,,,,,,,,,,28,2,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,NEXUS vs FENNEL,Haven,FENNEL,Jinx,raze,1,3,,1,,,,,,120,0,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,NEXUS vs FENNEL,Haven,FENNEL,mittiii,jett,2,,1,1,,,,,,119,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,NEXUS vs FENNEL,Haven,FENNEL,Derialy,cypher,1,,,,1,,,,,37,0,2
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,NEXUS vs FENNEL,Haven,FENNEL,TENSAI,sova,3,,,,,,,,,68,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,NEXUS vs FENNEL,Haven,FENNEL,CLZ,astra,2,,,,1,,,,,27,2,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,LL vs ORB GARDEN GAMING-MUT,Ascent,LL,yasu,killjoy,3,1,,,,,,,,54,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,LL vs ORB GARDEN GAMING-MUT,Ascent,LL,Temple,phoenix,3,1,,,,,,,,49,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,LL vs ORB GARDEN GAMING-MUT,Ascent,LL,M4sh,sova,4,,,,1,,,,,38,6,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,LL vs ORB GARDEN GAMING-MUT,Ascent,LL,tes1as,jett,4,1,,,,,,,,43,3,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,LL vs ORB GARDEN GAMING-MUT,Ascent,LL,Yosh,omen,3,,,,,1,,,,45,2,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,LL vs ORB GARDEN GAMING-MUT,Ascent,ORB GARDEN GAMING-MUT,Muushock,omen,3,1,,,,,,,,59,1,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,LL vs ORB GARDEN GAMING-MUT,Ascent,ORB GARDEN GAMING-MUT,Meimoo,sova,6,1,,,,,,,,63,6,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,LL vs ORB GARDEN GAMING-MUT,Ascent,ORB GARDEN GAMING-MUT,DoKo,killjoy,2,2,,,,,,,,56,2,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,LL vs ORB GARDEN GAMING-MUT,Ascent,ORB GARDEN GAMING-MUT,0PZ,jett,1,4,,,,,,,,65,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,LL vs ORB GARDEN GAMING-MUT,Ascent,ORB GARDEN GAMING-MUT,Akazukin,breach,2,,,,1,,,,,46,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,THE SHABLES vs Click Five,Ascent,THE SHABLES,SeiLaN,brimstone,4,1,,,,,,,,61,4,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,THE SHABLES vs Click Five,Ascent,THE SHABLES,magomeru,killjoy,6,1,,,1,,,,,69,2,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,THE SHABLES vs Click Five,Ascent,THE SHABLES,craft,phoenix,1,,1,,1,,,,,56,0,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,THE SHABLES vs Click Five,Ascent,THE SHABLES,Una,jett,4,1,,,,,,,,60,0,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,THE SHABLES vs Click Five,Ascent,THE SHABLES,Utaka,sova,3,,,,1,1,,,,51,2,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,THE SHABLES vs Click Five,Ascent,Click Five,hiumi,jett,2,2,1,,1,,,,,64,1,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,THE SHABLES vs Click Five,Ascent,Click Five,刹那Fセイエイ,omen,3,,,,1,,,,,36,1,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,THE SHABLES vs Click Five,Ascent,Click Five,Lily,killjoy,2,,,,,,,,,42,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,THE SHABLES vs Click Five,Ascent,Click Five,SHMZ,sova,3,,,,,1,,,,38,6,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,THE SHABLES vs Click Five,Ascent,Click Five,SwiftU,sage,2,2,,,,,,,,42,1,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group H,GEKO GEKO GAMING vs Flexible,Bind,GEKO GEKO GAMING,KeNNy,raze,3,,,,,,,,,39,1,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group H,GEKO GEKO GAMING vs Flexible,Bind,GEKO GEKO GAMING,Levicak,jett,4,1,,,,1,,,,62,1,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group H,GEKO GEKO GAMING vs Flexible,Bind,GEKO GEKO GAMING,Nun,cypher,5,,1,,1,,,,,52,2,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group H,GEKO GEKO GAMING vs Flexible,Bind,GEKO GEKO GAMING,またきち,sova,3,,1,,,,,,,46,1,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group H,GEKO GEKO GAMING vs Flexible,Bind,GEKO GEKO GAMING,ヨキジェット,omen,6,,,,2,,,,,47,3,2
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group H,GEKO GEKO GAMING vs Flexible,Bind,Flexible,AYupettank,viper,6,,,,,,,,,76,2,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group H,GEKO GEKO GAMING vs Flexible,Bind,Flexible,kohaku,sova,1,1,,,,,,,,31,4,2
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group H,GEKO GEKO GAMING vs Flexible,Bind,Flexible,H1K,astra,6,,,,,1,,,,47,0,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group H,GEKO GEKO GAMING vs Flexible,Bind,Flexible,Cery,skye,,1,,,1,,,,,30,1,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group H,GEKO GEKO GAMING vs Flexible,Bind,Flexible,2KY,raze,4,2,1,,,,,,,56,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,NORTHEPTION vs Hexad,Ascent,NORTHEPTION,TENNN,sova,2,,,,1,,,,,50,2,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,NORTHEPTION vs Hexad,Ascent,NORTHEPTION,SugarZ3ro,astra,4,,,,,,,,,42,3,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,NORTHEPTION vs Hexad,Ascent,NORTHEPTION,Meiy,phoenix,3,1,3,,,,,,,100,3,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,NORTHEPTION vs Hexad,Ascent,NORTHEPTION,Seoldam,jett,2,3,,,,,,,,60,0,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,NORTHEPTION vs Hexad,Ascent,NORTHEPTION,Astell,cypher,,,,,,,,,,9,3,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,NORTHEPTION vs Hexad,Ascent,Hexad,Flax,omen,2,,,,,,,,,47,1,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,NORTHEPTION vs Hexad,Ascent,Hexad,sakurai,jett,1,,,,,,,,,59,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,NORTHEPTION vs Hexad,Ascent,Hexad,4qu1la,sova,3,,,,,,,,,65,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,NORTHEPTION vs Hexad,Ascent,Hexad,Shuzz,skye,1,,,,,,,,,29,2,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group G,NORTHEPTION vs Hexad,Ascent,Hexad,Brofeld,cypher,,,,,,,,,,45,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,Servelal e-Sports vs FENNEL,Haven,Servelal e-Sports,hanpipe,omen,1,,,,,,,,,39,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,Servelal e-Sports vs FENNEL,Haven,Servelal e-Sports,bomsan,sova,2,,1,,,,,,,46,4,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,Servelal e-Sports vs FENNEL,Haven,Servelal e-Sports,NinNin,phoenix,5,,,,,,,,,49,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,Servelal e-Sports vs FENNEL,Haven,Servelal e-Sports,sensas,jett,1,,,,,,,,,30,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,Servelal e-Sports vs FENNEL,Haven,Servelal e-Sports,papeppu,killjoy,1,1,,,,,,,,41,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,Servelal e-Sports vs FENNEL,Haven,FENNEL,Jinx,raze,3,,,,,,,,,59,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,Servelal e-Sports vs FENNEL,Haven,FENNEL,mittiii,jett,4,1,1,,1,,,,,72,0,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,Servelal e-Sports vs FENNEL,Haven,FENNEL,Derialy,cypher,2,1,,,1,1,,,,61,0,1
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,Servelal e-Sports vs FENNEL,Haven,FENNEL,TENSAI,sova,2,,,,,,,,,65,2,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,Servelal e-Sports vs FENNEL,Haven,FENNEL,CLZ,astra,1,1,,,,1,,,,44,2,0
Champions Tour Japan Stage 3: Challengers 1,Open Qualifier,Group F,Second Chance vs Shimada Family,Split,Second Chance,b1ceps,sage,3,,,,,,,,,47,0,0
