Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
Valorant Champions 2022,Group Stage,Elimination (B),Haven,ZETA DIVISION,neon,0,1,1
Valorant Champions 2022,Group Stage,Elimination (B),Haven,ZETA DIVISION,omen,0,1,1
Valorant Champions 2022,Group Stage,Elimination (B),Haven,ZETA DIVISION,fade,0,1,1
Valorant Champions 2022,Group Stage,Elimination (B),Haven,ZETA DIVISION,kayo,0,1,1
Valorant Champions 2022,Group Stage,Elimination (B),Pearl,BOOM Esports,chamber,0,1,1
Valorant Champions 2022,Group Stage,Elimination (B),Pearl,BOOM Esports,neon,0,1,1
Valorant Champions 2022,Group Stage,Elimination (B),Pearl,BOOM Esports,omen,0,1,1
Valorant Champions 2022,Group Stage,Elimination (B),Pearl,BOOM Esports,viper,0,1,1
Valorant Champions 2022,Group Stage,Elimination (B),Pearl,BOOM Esports,fade,0,1,1
Valorant Champions 2022,Group Stage,Elimination (B),Pearl,ZETA DIVISION,chamber,1,0,1
Valorant Champions 2022,Group Stage,Elimination (B),Pearl,ZETA DIVISION,raze,1,0,1
Valorant Champions 2022,Group Stage,Elimination (B),Pearl,ZETA DIVISION,omen,1,0,1
Valorant Champions 2022,Group Stage,Elimination (B),Pearl,ZETA DIVISION,viper,1,0,1
Valorant Champions 2022,Group Stage,Elimination (B),Pearl,ZETA DIVISION,skye,1,0,1
Valorant Champions 2022,Group Stage,Elimination (B),Fracture,BOOM Esports,chamber,0,1,1
Valorant Champions 2022,Group Stage,Elimination (B),Fracture,BOOM Esports,neon,0,1,1
Valorant Champions 2022,Group Stage,Elimination (B),Fracture,BOOM Esports,breach,0,1,1
Valorant Champions 2022,Group Stage,Elimination (B),Fracture,BOOM Esports,raze,0,1,1
Valorant Champions 2022,Group Stage,Elimination (B),Fracture,BOOM Esports,brimstone,0,1,1
Valorant Champions 2022,Group Stage,Elimination (B),Fracture,ZETA DIVISION,chamber,1,0,1
Valorant Champions 2022,Group Stage,Elimination (B),Fracture,ZETA DIVISION,neon,1,0,1
Valorant Champions 2022,Group Stage,Elimination (B),Fracture,ZETA DIVISION,breach,1,0,1
Valorant Champions 2022,Group Stage,Elimination (B),Fracture,ZETA DIVISION,raze,1,0,1
Valorant Champions 2022,Group Stage,Elimination (B),Fracture,ZETA DIVISION,brimstone,1,0,1
Valorant Champions 2022,Group Stage,Decider (B),Bind,LOUD,brimstone,1,0,1
Valorant Champions 2022,Group Stage,Decider (B),Bind,LOUD,skye,1,0,1
Valorant Champions 2022,Group Stage,Decider (B),Bind,LOUD,raze,1,0,1
Valorant Champions 2022,Group Stage,Decider (B),Bind,LOUD,viper,1,0,1
Valorant Champions 2022,Group Stage,Decider (B),Bind,LOUD,fade,1,0,1
Valorant Champions 2022,Group Stage,Decider (B),Bind,ZETA DIVISION,jett,0,1,1
Valorant Champions 2022,Group Stage,Decider (B),Bind,ZETA DIVISION,brimstone,0,1,1
Valorant Champions 2022,Group Stage,Decider (B),Bind,ZETA DIVISION,skye,0,1,1
Valorant Champions 2022,Group Stage,Decider (B),Bind,ZETA DIVISION,raze,0,1,1
Valorant Champions 2022,Group Stage,Decider (B),Bind,ZETA DIVISION,breach,0,1,1
Valorant Champions 2022,Group Stage,Decider (B),Ascent,LOUD,jett,1,0,1
Valorant Champions 2022,Group Stage,Decider (B),Ascent,LOUD,kayo,1,0,1
Valorant Champions 2022,Group Stage,Decider (B),Ascent,LOUD,sova,1,0,1
Valorant Champions 2022,Group Stage,Decider (B),Ascent,LOUD,killjoy,1,0,1
Valorant Champions 2022,Group Stage,Decider (B),Ascent,LOUD,omen,1,0,1
Valorant Champions 2022,Group Stage,Decider (B),Ascent,ZETA DIVISION,jett,0,1,1
Valorant Champions 2022,Group Stage,Decider (B),Ascent,ZETA DIVISION,kayo,0,1,1
Valorant Champions 2022,Group Stage,Decider (B),Ascent,ZETA DIVISION,sova,0,1,1
Valorant Champions 2022,Group Stage,Decider (B),Ascent,ZETA DIVISION,killjoy,0,1,1
Valorant Champions 2022,Group Stage,Decider (B),Ascent,ZETA DIVISION,astra,0,1,1
Valorant Champions 2022,Group Stage,Opening (C),Icebox,FunPlus Phoenix,viper,1,0,1
Valorant Champions 2022,Group Stage,Opening (C),Icebox,FunPlus Phoenix,chamber,1,0,1
Valorant Champions 2022,Group Stage,Opening (C),Icebox,FunPlus Phoenix,sage,1,0,1
Valorant Champions 2022,Group Stage,Opening (C),Icebox,FunPlus Phoenix,raze,1,0,1
Valorant Champions 2022,Group Stage,Opening (C),Icebox,FunPlus Phoenix,fade,1,0,1
Valorant Champions 2022,Group Stage,Opening (C),Icebox,KRÜ Esports,viper,0,1,1
Valorant Champions 2022,Group Stage,Opening (C),Icebox,KRÜ Esports,chamber,0,1,1
Valorant Champions 2022,Group Stage,Opening (C),Icebox,KRÜ Esports,sage,0,1,1
Valorant Champions 2022,Group Stage,Opening (C),Icebox,KRÜ Esports,kayo,0,1,1
Valorant Champions 2022,Group Stage,Opening (C),Icebox,KRÜ Esports,sova,0,1,1
Valorant Champions 2022,Group Stage,Opening (C),Icebox,XSET,viper,1,0,1
Valorant Champions 2022,Group Stage,Opening (C),Icebox,XSET,chamber,1,0,1
Valorant Champions 2022,Group Stage,Opening (C),Icebox,XSET,raze,1,0,1
Valorant Champions 2022,Group Stage,Opening (C),Icebox,XSET,kayo,1,0,1
Valorant Champions 2022,Group Stage,Opening (C),Icebox,XSET,fade,1,0,1
Valorant Champions 2022,Group Stage,Opening (C),Icebox,XERXIA Esports,viper,0,1,1
Valorant Champions 2022,Group Stage,Opening (C),Icebox,XERXIA Esports,chamber,0,1,1
Valorant Champions 2022,Group Stage,Opening (C),Icebox,XERXIA Esports,sova,0,1,1
Valorant Champions 2022,Group Stage,Opening (C),Icebox,XERXIA Esports,astra,0,1,1
Valorant Champions 2022,Group Stage,Opening (C),Icebox,XERXIA Esports,yoru,0,1,1
Valorant Champions 2022,Group Stage,Opening (C),Bind,FunPlus Phoenix,viper,1,0,1
Valorant Champions 2022,Group Stage,Opening (C),Bind,FunPlus Phoenix,raze,1,0,1
Valorant Champions 2022,Group Stage,Opening (C),Bind,FunPlus Phoenix,kayo,1,0,1
Valorant Champions 2022,Group Stage,Opening (C),Bind,FunPlus Phoenix,fade,1,0,1
Valorant Champions 2022,Group Stage,Opening (C),Bind,FunPlus Phoenix,brimstone,1,0,1
Valorant Champions 2022,Group Stage,Opening (C),Bind,KRÜ Esports,viper,0,1,1
Valorant Champions 2022,Group Stage,Opening (C),Bind,KRÜ Esports,sage,0,1,1
Valorant Champions 2022,Group Stage,Opening (C),Bind,KRÜ Esports,raze,0,1,1
Valorant Champions 2022,Group Stage,Opening (C),Bind,KRÜ Esports,brimstone,0,1,1
Valorant Champions 2022,Group Stage,Opening (C),Bind,KRÜ Esports,skye,0,1,1
Valorant Champions 2022,Group Stage,Opening (C),Fracture,XSET,chamber,1,0,1
Valorant Champions 2022,Group Stage,Opening (C),Fracture,XSET,sage,1,0,1
Valorant Champions 2022,Group Stage,Opening (C),Fracture,XSET,omen,1,0,1
Valorant Champions 2022,Group Stage,Opening (C),Fracture,XSET,breach,1,0,1
Valorant Champions 2022,Group Stage,Opening (C),Fracture,XSET,neon,1,0,1
Valorant Champions 2022,Group Stage,Opening (C),Fracture,XERXIA Esports,viper,0,1,1
Valorant Champions 2022,Group Stage,Opening (C),Fracture,XERXIA Esports,chamber,0,1,1
Valorant Champions 2022,Group Stage,Opening (C),Fracture,XERXIA Esports,omen,0,1,1
Valorant Champions 2022,Group Stage,Opening (C),Fracture,XERXIA Esports,breach,0,1,1
Valorant Champions 2022,Group Stage,Opening (C),Fracture,XERXIA Esports,phoenix,0,1,1
Valorant Champions 2022,Group Stage,Winner's (C),Pearl,FunPlus Phoenix,viper,0,1,1
Valorant Champions 2022,Group Stage,Winner's (C),Pearl,FunPlus Phoenix,cypher,0,1,1
Valorant Champions 2022,Group Stage,Winner's (C),Pearl,FunPlus Phoenix,fade,0,1,1
Valorant Champions 2022,Group Stage,Winner's (C),Pearl,FunPlus Phoenix,omen,0,1,1
Valorant Champions 2022,Group Stage,Winner's (C),Pearl,FunPlus Phoenix,raze,0,1,1
Valorant Champions 2022,Group Stage,Winner's (C),Pearl,XSET,chamber,1,0,1
Valorant Champions 2022,Group Stage,Winner's (C),Pearl,XSET,fade,1,0,1
Valorant Champions 2022,Group Stage,Winner's (C),Pearl,XSET,kayo,1,0,1
Valorant Champions 2022,Group Stage,Winner's (C),Pearl,XSET,neon,1,0,1
Valorant Champions 2022,Group Stage,Winner's (C),Pearl,XSET,astra,1,0,1
Valorant Champions 2022,Group Stage,Winner's (C),Fracture,FunPlus Phoenix,viper,1,0,1
Valorant Champions 2022,Group Stage,Winner's (C),Fracture,FunPlus Phoenix,chamber,1,0,1
Valorant Champions 2022,Group Stage,Winner's (C),Fracture,FunPlus Phoenix,fade,1,0,1
Valorant Champions 2022,Group Stage,Winner's (C),Fracture,FunPlus Phoenix,omen,1,0,1
Valorant Champions 2022,Group Stage,Winner's (C),Fracture,FunPlus Phoenix,raze,1,0,1
Valorant Champions 2022,Group Stage,Winner's (C),Fracture,XSET,chamber,0,1,1
Valorant Champions 2022,Group Stage,Winner's (C),Fracture,XSET,omen,0,1,1
Valorant Champions 2022,Group Stage,Winner's (C),Fracture,XSET,neon,0,1,1
Valorant Champions 2022,Group Stage,Winner's (C),Fracture,XSET,sage,0,1,1
Valorant Champions 2022,Group Stage,Winner's (C),Fracture,XSET,breach,0,1,1
Valorant Champions 2022,Group Stage,Winner's (C),Breeze,FunPlus Phoenix,viper,0,1,1
Valorant Champions 2022,Group Stage,Winner's (C),Breeze,FunPlus Phoenix,cypher,0,1,1
Valorant Champions 2022,Group Stage,Winner's (C),Breeze,FunPlus Phoenix,sova,0,1,1
Valorant Champions 2022,Group Stage,Winner's (C),Breeze,FunPlus Phoenix,jett,0,1,1
Valorant Champions 2022,Group Stage,Winner's (C),Breeze,FunPlus Phoenix,skye,0,1,1
Valorant Champions 2022,Group Stage,Winner's (C),Breeze,XSET,viper,1,0,1
Valorant Champions 2022,Group Stage,Winner's (C),Breeze,XSET,cypher,1,0,1
Valorant Champions 2022,Group Stage,Winner's (C),Breeze,XSET,kayo,1,0,1
Valorant Champions 2022,Group Stage,Winner's (C),Breeze,XSET,sova,1,0,1
Valorant Champions 2022,Group Stage,Winner's (C),Breeze,XSET,jett,1,0,1
Valorant Champions 2022,Group Stage,Elimination (C),Icebox,KRÜ Esports,kayo,1,0,1
Valorant Champions 2022,Group Stage,Elimination (C),Icebox,KRÜ Esports,chamber,1,0,1
Valorant Champions 2022,Group Stage,Elimination (C),Icebox,KRÜ Esports,sage,1,0,1
Valorant Champions 2022,Group Stage,Elimination (C),Icebox,KRÜ Esports,viper,1,0,1
Valorant Champions 2022,Group Stage,Elimination (C),Icebox,KRÜ Esports,sova,1,0,1
Valorant Champions 2022,Group Stage,Elimination (C),Icebox,XERXIA Esports,sage,0,1,1
Valorant Champions 2022,Group Stage,Elimination (C),Icebox,XERXIA Esports,jett,0,1,1
Valorant Champions 2022,Group Stage,Elimination (C),Icebox,XERXIA Esports,killjoy,0,1,1
Valorant Champions 2022,Group Stage,Elimination (C),Icebox,XERXIA Esports,viper,0,1,1
Valorant Champions 2022,Group Stage,Elimination (C),Icebox,XERXIA Esports,sova,0,1,1
Valorant Champions 2022,Group Stage,Elimination (C),Haven,KRÜ Esports,omen,0,1,1
Valorant Champions 2022,Group Stage,Elimination (C),Haven,KRÜ Esports,kayo,0,1,1
Valorant Champions 2022,Group Stage,Elimination (C),Haven,KRÜ Esports,chamber,0,1,1
Valorant Champions 2022,Group Stage,Elimination (C),Haven,KRÜ Esports,fade,0,1,1
Valorant Champions 2022,Group Stage,Elimination (C),Haven,KRÜ Esports,sage,0,1,1
Valorant Champions 2022,Group Stage,Elimination (C),Haven,XERXIA Esports,omen,1,0,1
Valorant Champions 2022,Group Stage,Elimination (C),Haven,XERXIA Esports,chamber,1,0,1
Valorant Champions 2022,Group Stage,Elimination (C),Haven,XERXIA Esports,breach,1,0,1
Valorant Champions 2022,Group Stage,Elimination (C),Haven,XERXIA Esports,skye,1,0,1
Valorant Champions 2022,Group Stage,Elimination (C),Haven,XERXIA Esports,neon,1,0,1
Valorant Champions 2022,Group Stage,Elimination (C),Ascent,KRÜ Esports,omen,1,0,1
Valorant Champions 2022,Group Stage,Elimination (C),Ascent,KRÜ Esports,kayo,1,0,1
Valorant Champions 2022,Group Stage,Elimination (C),Ascent,KRÜ Esports,fade,1,0,1
Valorant Champions 2022,Group Stage,Elimination (C),Ascent,KRÜ Esports,jett,1,0,1
Valorant Champions 2022,Group Stage,Elimination (C),Ascent,KRÜ Esports,killjoy,1,0,1
Valorant Champions 2022,Group Stage,Elimination (C),Ascent,XERXIA Esports,omen,0,1,1
Valorant Champions 2022,Group Stage,Elimination (C),Ascent,XERXIA Esports,fade,0,1,1
Valorant Champions 2022,Group Stage,Elimination (C),Ascent,XERXIA Esports,jett,0,1,1
Valorant Champions 2022,Group Stage,Elimination (C),Ascent,XERXIA Esports,killjoy,0,1,1
Valorant Champions 2022,Group Stage,Elimination (C),Ascent,XERXIA Esports,breach,0,1,1
Valorant Champions 2022,Group Stage,Decider (C),Icebox,FunPlus Phoenix,kayo,1,0,1
Valorant Champions 2022,Group Stage,Decider (C),Icebox,FunPlus Phoenix,chamber,1,0,1
Valorant Champions 2022,Group Stage,Decider (C),Icebox,FunPlus Phoenix,fade,1,0,1
Valorant Champions 2022,Group Stage,Decider (C),Icebox,FunPlus Phoenix,sage,1,0,1
Valorant Champions 2022,Group Stage,Decider (C),Icebox,FunPlus Phoenix,viper,1,0,1
Valorant Champions 2022,Group Stage,Decider (C),Icebox,KRÜ Esports,kayo,0,1,1
Valorant Champions 2022,Group Stage,Decider (C),Icebox,KRÜ Esports,chamber,0,1,1
Valorant Champions 2022,Group Stage,Decider (C),Icebox,KRÜ Esports,sage,0,1,1
Valorant Champions 2022,Group Stage,Decider (C),Icebox,KRÜ Esports,viper,0,1,1
Valorant Champions 2022,Group Stage,Decider (C),Icebox,KRÜ Esports,sova,0,1,1
Valorant Champions 2022,Group Stage,Decider (C),Ascent,FunPlus Phoenix,kayo,1,0,1
Valorant Champions 2022,Group Stage,Decider (C),Ascent,FunPlus Phoenix,chamber,1,0,1
Valorant Champions 2022,Group Stage,Decider (C),Ascent,FunPlus Phoenix,fade,1,0,1
Valorant Champions 2022,Group Stage,Decider (C),Ascent,FunPlus Phoenix,sage,1,0,1
Valorant Champions 2022,Group Stage,Decider (C),Ascent,FunPlus Phoenix,omen,1,0,1
Valorant Champions 2022,Group Stage,Decider (C),Ascent,KRÜ Esports,kayo,0,1,1
Valorant Champions 2022,Group Stage,Decider (C),Ascent,KRÜ Esports,fade,0,1,1
Valorant Champions 2022,Group Stage,Decider (C),Ascent,KRÜ Esports,omen,0,1,1
Valorant Champions 2022,Group Stage,Decider (C),Ascent,KRÜ Esports,jett,0,1,1
Valorant Champions 2022,Group Stage,Decider (C),Ascent,KRÜ Esports,killjoy,0,1,1
Valorant Champions 2022,Group Stage,Opening (D),Ascent,DRX,fade,1,0,1
Valorant Champions 2022,Group Stage,Opening (D),Ascent,DRX,astra,1,0,1
Valorant Champions 2022,Group Stage,Opening (D),Ascent,DRX,jett,1,0,1
Valorant Champions 2022,Group Stage,Opening (D),Ascent,DRX,sova,1,0,1
Valorant Champions 2022,Group Stage,Opening (D),Ascent,DRX,kayo,1,0,1
Valorant Champions 2022,Group Stage,Opening (D),Ascent,FURIA,omen,0,1,1
Valorant Champions 2022,Group Stage,Opening (D),Ascent,FURIA,jett,0,1,1
Valorant Champions 2022,Group Stage,Opening (D),Ascent,FURIA,sova,0,1,1
Valorant Champions 2022,Group Stage,Opening (D),Ascent,FURIA,kayo,0,1,1
Valorant Champions 2022,Group Stage,Opening (D),Ascent,FURIA,killjoy,0,1,1
Valorant Champions 2022,Group Stage,Opening (D),Haven,FNATIC,fade,0,1,1
Valorant Champions 2022,Group Stage,Opening (D),Haven,FNATIC,raze,0,1,1
Valorant Champions 2022,Group Stage,Opening (D),Haven,FNATIC,chamber,0,1,1
Valorant Champions 2022,Group Stage,Opening (D),Haven,FNATIC,astra,0,1,1
Valorant Champions 2022,Group Stage,Opening (D),Haven,FNATIC,breach,0,1,1
Valorant Champions 2022,Group Stage,Opening (D),Haven,100 Thieves,fade,1,0,1
Valorant Champions 2022,Group Stage,Opening (D),Haven,100 Thieves,raze,1,0,1
Valorant Champions 2022,Group Stage,Opening (D),Haven,100 Thieves,chamber,1,0,1
Valorant Champions 2022,Group Stage,Opening (D),Haven,100 Thieves,omen,1,0,1
Valorant Champions 2022,Group Stage,Opening (D),Haven,100 Thieves,sage,1,0,1
Valorant Champions 2022,Group Stage,Opening (D),Haven,DRX,fade,1,0,1
Valorant Champions 2022,Group Stage,Opening (D),Haven,DRX,omen,1,0,1
Valorant Champions 2022,Group Stage,Opening (D),Haven,DRX,breach,1,0,1
Valorant Champions 2022,Group Stage,Opening (D),Haven,DRX,jett,1,0,1
Valorant Champions 2022,Group Stage,Opening (D),Haven,DRX,killjoy,1,0,1
Valorant Champions 2022,Group Stage,Opening (D),Haven,FURIA,fade,0,1,1
Valorant Champions 2022,Group Stage,Opening (D),Haven,FURIA,raze,0,1,1
Valorant Champions 2022,Group Stage,Opening (D),Haven,FURIA,chamber,0,1,1
Valorant Champions 2022,Group Stage,Opening (D),Haven,FURIA,omen,0,1,1
Valorant Champions 2022,Group Stage,Opening (D),Haven,FURIA,breach,0,1,1
Valorant Champions 2022,Group Stage,Opening (D),Pearl,FNATIC,fade,0,1,1
Valorant Champions 2022,Group Stage,Opening (D),Pearl,FNATIC,chamber,0,1,1
Valorant Champions 2022,Group Stage,Opening (D),Pearl,FNATIC,astra,0,1,1
Valorant Champions 2022,Group Stage,Opening (D),Pearl,FNATIC,skye,0,1,1
Valorant Champions 2022,Group Stage,Opening (D),Pearl,FNATIC,neon,0,1,1
Valorant Champions 2022,Group Stage,Opening (D),Pearl,100 Thieves,fade,1,0,1
Valorant Champions 2022,Group Stage,Opening (D),Pearl,100 Thieves,raze,1,0,1
Valorant Champions 2022,Group Stage,Opening (D),Pearl,100 Thieves,astra,1,0,1
Valorant Champions 2022,Group Stage,Opening (D),Pearl,100 Thieves,viper,1,0,1
Valorant Champions 2022,Group Stage,Opening (D),Pearl,100 Thieves,sage,1,0,1
Valorant Champions 2022,Group Stage,Opening (D),Bind,FNATIC,raze,1,0,1
Valorant Champions 2022,Group Stage,Opening (D),Bind,FNATIC,chamber,1,0,1
Valorant Champions 2022,Group Stage,Opening (D),Bind,FNATIC,viper,1,0,1
Valorant Champions 2022,Group Stage,Opening (D),Bind,FNATIC,skye,1,0,1
Valorant Champions 2022,Group Stage,Opening (D),Bind,FNATIC,brimstone,1,0,1
Valorant Champions 2022,Group Stage,Opening (D),Bind,100 Thieves,fade,0,1,1
Valorant Champions 2022,Group Stage,Opening (D),Bind,100 Thieves,raze,0,1,1
Valorant Champions 2022,Group Stage,Opening (D),Bind,100 Thieves,viper,0,1,1
Valorant Champions 2022,Group Stage,Opening (D),Bind,100 Thieves,skye,0,1,1
Valorant Champions 2022,Group Stage,Opening (D),Bind,100 Thieves,brimstone,0,1,1
Valorant Champions 2022,Group Stage,Winner's (D),Breeze,DRX,chamber,1,0,1
Valorant Champions 2022,Group Stage,Winner's (D),Breeze,DRX,viper,1,0,1
Valorant Champions 2022,Group Stage,Winner's (D),Breeze,DRX,sova,1,0,1
Valorant Champions 2022,Group Stage,Winner's (D),Breeze,DRX,jett,1,0,1
Valorant Champions 2022,Group Stage,Winner's (D),Breeze,DRX,skye,1,0,1
Valorant Champions 2022,Group Stage,Winner's (D),Breeze,100 Thieves,kayo,0,1,1
Valorant Champions 2022,Group Stage,Winner's (D),Breeze,100 Thieves,viper,0,1,1
Valorant Champions 2022,Group Stage,Winner's (D),Breeze,100 Thieves,sova,0,1,1
Valorant Champions 2022,Group Stage,Winner's (D),Breeze,100 Thieves,jett,0,1,1
Valorant Champions 2022,Group Stage,Winner's (D),Breeze,100 Thieves,cypher,0,1,1
Valorant Champions 2022,Group Stage,Winner's (D),Fracture,DRX,chamber,1,0,1
Valorant Champions 2022,Group Stage,Winner's (D),Fracture,DRX,brimstone,1,0,1
Valorant Champions 2022,Group Stage,Winner's (D),Fracture,DRX,breach,1,0,1
Valorant Champions 2022,Group Stage,Winner's (D),Fracture,DRX,neon,1,0,1
Valorant Champions 2022,Group Stage,Winner's (D),Fracture,DRX,fade,1,0,1
Valorant Champions 2022,Group Stage,Winner's (D),Fracture,100 Thieves,chamber,0,1,1
Valorant Champions 2022,Group Stage,Winner's (D),Fracture,100 Thieves,kayo,0,1,1
Valorant Champions 2022,Group Stage,Winner's (D),Fracture,100 Thieves,brimstone,0,1,1
Valorant Champions 2022,Group Stage,Winner's (D),Fracture,100 Thieves,breach,0,1,1
Valorant Champions 2022,Group Stage,Winner's (D),Fracture,100 Thieves,neon,0,1,1
Valorant Champions 2022,Group Stage,Elimination (D),Icebox,FURIA,chamber,1,0,1
Valorant Champions 2022,Group Stage,Elimination (D),Icebox,FURIA,viper,1,0,1
Valorant Champions 2022,Group Stage,Elimination (D),Icebox,FURIA,sova,1,0,1
Valorant Champions 2022,Group Stage,Elimination (D),Icebox,FURIA,sage,1,0,1
Valorant Champions 2022,Group Stage,Elimination (D),Icebox,FURIA,kayo,1,0,1
Valorant Champions 2022,Group Stage,Elimination (D),Icebox,FNATIC,chamber,0,1,1
Valorant Champions 2022,Group Stage,Elimination (D),Icebox,FNATIC,viper,0,1,1
Valorant Champions 2022,Group Stage,Elimination (D),Icebox,FNATIC,sova,0,1,1
Valorant Champions 2022,Group Stage,Elimination (D),Icebox,FNATIC,sage,0,1,1
Valorant Champions 2022,Group Stage,Elimination (D),Icebox,FNATIC,killjoy,0,1,1
Valorant Champions 2022,Group Stage,Elimination (D),Breeze,FURIA,chamber,0,1,1
Valorant Champions 2022,Group Stage,Elimination (D),Breeze,FURIA,viper,0,1,1
Valorant Champions 2022,Group Stage,Elimination (D),Breeze,FURIA,sova,0,1,1
Valorant Champions 2022,Group Stage,Elimination (D),Breeze,FURIA,kayo,0,1,1
Valorant Champions 2022,Group Stage,Elimination (D),Breeze,FURIA,jett,0,1,1
Valorant Champions 2022,Group Stage,Elimination (D),Breeze,FNATIC,chamber,1,0,1
Valorant Champions 2022,Group Stage,Elimination (D),Breeze,FNATIC,viper,1,0,1
Valorant Champions 2022,Group Stage,Elimination (D),Breeze,FNATIC,sova,1,0,1
Valorant Champions 2022,Group Stage,Elimination (D),Breeze,FNATIC,breach,1,0,1
Valorant Champions 2022,Group Stage,Elimination (D),Breeze,FNATIC,neon,1,0,1
Valorant Champions 2022,Group Stage,Elimination (D),Haven,FURIA,chamber,0,1,1
Valorant Champions 2022,Group Stage,Elimination (D),Haven,FURIA,sage,0,1,1
Valorant Champions 2022,Group Stage,Elimination (D),Haven,FURIA,omen,0,1,1
Valorant Champions 2022,Group Stage,Elimination (D),Haven,FURIA,fade,0,1,1
Valorant Champions 2022,Group Stage,Elimination (D),Haven,FURIA,skye,0,1,1
Valorant Champions 2022,Group Stage,Elimination (D),Haven,FNATIC,chamber,1,0,1
Valorant Champions 2022,Group Stage,Elimination (D),Haven,FNATIC,omen,1,0,1
Valorant Champions 2022,Group Stage,Elimination (D),Haven,FNATIC,fade,1,0,1
Valorant Champions 2022,Group Stage,Elimination (D),Haven,FNATIC,breach,1,0,1
Valorant Champions 2022,Group Stage,Elimination (D),Haven,FNATIC,raze,1,0,1
Valorant Champions 2022,Group Stage,Decider (D),Bind,100 Thieves,fade,0,1,1
Valorant Champions 2022,Group Stage,Decider (D),Bind,100 Thieves,brimstone,0,1,1
Valorant Champions 2022,Group Stage,Decider (D),Bind,100 Thieves,viper,0,1,1
Valorant Champions 2022,Group Stage,Decider (D),Bind,100 Thieves,skye,0,1,1
Valorant Champions 2022,Group Stage,Decider (D),Bind,100 Thieves,raze,0,1,1
Valorant Champions 2022,Group Stage,Decider (D),Bind,FNATIC,brimstone,1,0,1
Valorant Champions 2022,Group Stage,Decider (D),Bind,FNATIC,chamber,1,0,1
Valorant Champions 2022,Group Stage,Decider (D),Bind,FNATIC,viper,1,0,1
Valorant Champions 2022,Group Stage,Decider (D),Bind,FNATIC,skye,1,0,1
Valorant Champions 2022,Group Stage,Decider (D),Bind,FNATIC,raze,1,0,1
Valorant Champions 2022,Group Stage,Decider (D),Ascent,100 Thieves,fade,0,1,1
Valorant Champions 2022,Group Stage,Decider (D),Ascent,100 Thieves,kayo,0,1,1
Valorant Champions 2022,Group Stage,Decider (D),Ascent,100 Thieves,omen,0,1,1
Valorant Champions 2022,Group Stage,Decider (D),Ascent,100 Thieves,chamber,0,1,1
Valorant Champions 2022,Group Stage,Decider (D),Ascent,100 Thieves,sage,0,1,1
Valorant Champions 2022,Group Stage,Decider (D),Ascent,FNATIC,fade,1,0,1
Valorant Champions 2022,Group Stage,Decider (D),Ascent,FNATIC,kayo,1,0,1
Valorant Champions 2022,Group Stage,Decider (D),Ascent,FNATIC,omen,1,0,1
Valorant Champions 2022,Group Stage,Decider (D),Ascent,FNATIC,jett,1,0,1
Valorant Champions 2022,Group Stage,Decider (D),Ascent,FNATIC,killjoy,1,0,1
Valorant Champions 2022,All Stages,All Match Types,Pearl,OpTic Gaming,chamber,2,0,2
Valorant Champions 2022,All Stages,All Match Types,Pearl,OpTic Gaming,fade,2,0,2
Valorant Champions 2022,All Stages,All Match Types,Pearl,OpTic Gaming,viper,2,0,2
Valorant Champions 2022,All Stages,All Match Types,Pearl,OpTic Gaming,kayo,2,0,2
Valorant Champions 2022,All Stages,All Match Types,Pearl,OpTic Gaming,astra,2,0,2
Valorant Champions 2022,All Stages,All Match Types,Pearl,LOUD,chamber,0,1,1
Valorant Champions 2022,All Stages,All Match Types,Pearl,LOUD,fade,0,1,1
Valorant Champions 2022,All Stages,All Match Types,Pearl,LOUD,viper,0,1,1
Valorant Champions 2022,All Stages,All Match Types,Pearl,LOUD,kayo,0,1,1
Valorant Champions 2022,All Stages,All Match Types,Pearl,LOUD,astra,0,1,1
Valorant Champions 2022,All Stages,All Match Types,Pearl,FunPlus Phoenix,fade,0,1,2
Valorant Champions 2022,All Stages,All Match Types,Pearl,FunPlus Phoenix,viper,0,1,2
Valorant Champions 2022,All Stages,All Match Types,Pearl,FunPlus Phoenix,omen,0,1,2
Valorant Champions 2022,All Stages,All Match Types,Pearl,FunPlus Phoenix,raze,0,1,2
Valorant Champions 2022,All Stages,All Match Types,Pearl,FunPlus Phoenix,cypher,0,1,2
Valorant Champions 2022,All Stages,All Match Types,Pearl,FunPlus Phoenix,chamber,0,1,2
Valorant Champions 2022,All Stages,All Match Types,Pearl,FunPlus Phoenix,kayo,0,1,2
Valorant Champions 2022,All Stages,All Match Types,Pearl,FunPlus Phoenix,sage,0,1,2
Valorant Champions 2022,All Stages,All Match Types,Pearl,FunPlus Phoenix,astra,0,1,2
Valorant Champions 2022,All Stages,All Match Types,Pearl,FunPlus Phoenix,skye,0,1,2
Valorant Champions 2022,All Stages,All Match Types,Pearl,FNATIC,chamber,0,2,2
Valorant Champions 2022,All Stages,All Match Types,Pearl,FNATIC,fade,0,2,2
Valorant Champions 2022,All Stages,All Match Types,Pearl,FNATIC,astra,0,2,2
Valorant Champions 2022,All Stages,All Match Types,Pearl,FNATIC,skye,0,2,2
Valorant Champions 2022,All Stages,All Match Types,Pearl,FNATIC,neon,0,2,2
Valorant Champions 2022,All Stages,All Match Types,Pearl,XSET,chamber,3,1,4
