Tournament,Stage,Match Type,Match Name,Map,Team,Type,Initiated,Won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,Ascent,HorYjin,$$$ (won),11,4
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,Bind,Silent Fraggers,Pistol Won,,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,Bind,Silent Fraggers,Eco (won),3,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,Bind,Silent Fraggers,$ (won),3,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,Bind,Silent Fraggers,$$ (won),5,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,Bind,Silent Fraggers,$$$ (won),12,6
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,Bind,HorYjin,Pistol Won,,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,Bind,HorYjin,Eco (won),3,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,Bind,HorYjin,$ (won),3,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,Bind,HorYjin,$$ (won),3,3
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,Bind,HorYjin,$$$ (won),14,8
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,Haven,Silent Fraggers,Pistol Won,,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,Haven,Silent Fraggers,Eco (won),3,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,Haven,Silent Fraggers,$ (won),0,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,Haven,Silent Fraggers,$$ (won),3,3
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,Haven,Silent Fraggers,$$$ (won),9,9
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,Haven,HorYjin,Pistol Won,,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,Haven,HorYjin,Eco (won),3,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,Haven,HorYjin,$ (won),4,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,Haven,HorYjin,$$ (won),2,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,Haven,HorYjin,$$$ (won),6,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,All Maps,Silent Fraggers,Pistol Won,,3
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,All Maps,Silent Fraggers,Eco (won),9,3
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,All Maps,Silent Fraggers,$ (won),3,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,All Maps,Silent Fraggers,$$ (won),12,8
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,All Maps,Silent Fraggers,$$$ (won),35,24
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,All Maps,HorYjin,Pistol Won,,3
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,All Maps,HorYjin,Eco (won),9,3
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,All Maps,HorYjin,$ (won),9,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,All Maps,HorYjin,$$ (won),10,6
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,All Maps,HorYjin,$$$ (won),31,12
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,Split,EX0TIK GAMING,Pistol Won,,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,Split,EX0TIK GAMING,Eco (won),3,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,Split,EX0TIK GAMING,$ (won),0,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,Split,EX0TIK GAMING,$$ (won),2,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,Split,EX0TIK GAMING,$$$ (won),14,10
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,Split,325 on the dashboard,Pistol Won,,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,Split,325 on the dashboard,Eco (won),3,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,Split,325 on the dashboard,$ (won),1,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,Split,325 on the dashboard,$$ (won),7,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,Split,325 on the dashboard,$$$ (won),8,3
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,Icebox,EX0TIK GAMING,Pistol Won,,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,Icebox,EX0TIK GAMING,Eco (won),3,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,Icebox,EX0TIK GAMING,$ (won),1,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,Icebox,EX0TIK GAMING,$$ (won),5,3
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,Icebox,EX0TIK GAMING,$$$ (won),13,9
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,Icebox,325 on the dashboard,Pistol Won,,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,Icebox,325 on the dashboard,Eco (won),3,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,Icebox,325 on the dashboard,$ (won),0,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,Icebox,325 on the dashboard,$$ (won),8,4
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,Icebox,325 on the dashboard,$$$ (won),11,4
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,All Maps,EX0TIK GAMING,Pistol Won,,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,All Maps,EX0TIK GAMING,Eco (won),6,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,All Maps,EX0TIK GAMING,$ (won),1,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,All Maps,EX0TIK GAMING,$$ (won),7,5
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,All Maps,EX0TIK GAMING,$$$ (won),27,19
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,All Maps,325 on the dashboard,Pistol Won,,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,All Maps,325 on the dashboard,Eco (won),6,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,All Maps,325 on the dashboard,$ (won),1,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,All Maps,325 on the dashboard,$$ (won),15,6
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,All Maps,325 on the dashboard,$$$ (won),19,7
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,Bind,Straight Outta Retirement,Pistol Won,,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,Bind,Straight Outta Retirement,Eco (won),4,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,Bind,Straight Outta Retirement,$ (won),3,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,Bind,Straight Outta Retirement,$$ (won),2,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,Bind,Straight Outta Retirement,$$$ (won),17,12
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,Bind,Team Three,Pistol Won,,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,Bind,Team Three,Eco (won),2,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,Bind,Team Three,$ (won),0,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,Bind,Team Three,$$ (won),9,5
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,Bind,Team Three,$$$ (won),15,5
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,Breeze,Straight Outta Retirement,Pistol Won,,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,Breeze,Straight Outta Retirement,Eco (won),3,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,Breeze,Straight Outta Retirement,$ (won),3,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,Breeze,Straight Outta Retirement,$$ (won),3,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,Breeze,Straight Outta Retirement,$$$ (won),13,9
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,Breeze,Team Three,Pistol Won,,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,Breeze,Team Three,Eco (won),3,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,Breeze,Team Three,$ (won),0,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,Breeze,Team Three,$$ (won),8,3
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,Breeze,Team Three,$$$ (won),11,4
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,All Maps,Straight Outta Retirement,Pistol Won,,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,All Maps,Straight Outta Retirement,Eco (won),7,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,All Maps,Straight Outta Retirement,$ (won),6,3
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,All Maps,Straight Outta Retirement,$$ (won),5,3
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,All Maps,Straight Outta Retirement,$$$ (won),30,21
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,All Maps,Team Three,Pistol Won,,4
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,All Maps,Team Three,Eco (won),5,4
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,All Maps,Team Three,$ (won),0,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,All Maps,Team Three,$$ (won),17,8
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,All Maps,Team Three,$$$ (won),26,9
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,Ascent,ROYALS,Pistol Won,,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,Ascent,ROYALS,Eco (won),2,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,Ascent,ROYALS,$ (won),2,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,Ascent,ROYALS,$$ (won),7,4
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,Ascent,ROYALS,$$$ (won),13,7
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,Ascent,404 Multigaming,Pistol Won,,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,Ascent,404 Multigaming,Eco (won),4,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,Ascent,404 Multigaming,$ (won),0,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,Ascent,404 Multigaming,$$ (won),4,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,Ascent,404 Multigaming,$$$ (won),16,9
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,Bind,ROYALS,Pistol Won,,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,Bind,ROYALS,Eco (won),2,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,Bind,ROYALS,$ (won),0,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,Bind,ROYALS,$$ (won),3,3
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,Bind,ROYALS,$$$ (won),9,8
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,Bind,404 Multigaming,Pistol Won,,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,Bind,404 Multigaming,Eco (won),3,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,Bind,404 Multigaming,$ (won),5,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,Bind,404 Multigaming,$$ (won),0,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,Bind,404 Multigaming,$$$ (won),6,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,All Maps,ROYALS,Pistol Won,,4
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,All Maps,ROYALS,Eco (won),4,4
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,All Maps,ROYALS,$ (won),2,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,All Maps,ROYALS,$$ (won),10,7
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,All Maps,ROYALS,$$$ (won),22,15
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,All Maps,404 Multigaming,Pistol Won,,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,All Maps,404 Multigaming,Eco (won),7,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,All Maps,404 Multigaming,$ (won),5,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,All Maps,404 Multigaming,$$ (won),4,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,All Maps,404 Multigaming,$$$ (won),22,10
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,Icebox,Team Name,Pistol Won,,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,Icebox,Team Name,Eco (won),2,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,Icebox,Team Name,$ (won),5,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,Icebox,Team Name,$$ (won),5,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,Icebox,Team Name,$$$ (won),8,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,Icebox,Valorando,Pistol Won,,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,Icebox,Valorando,Eco (won),4,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,Icebox,Valorando,$ (won),1,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,Icebox,Valorando,$$ (won),1,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,Icebox,Valorando,$$$ (won),14,10
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,Bind,Team Name,Pistol Won,,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,Bind,Team Name,Eco (won),3,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,Bind,Team Name,$ (won),3,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,Bind,Team Name,$$ (won),4,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,Bind,Team Name,$$$ (won),5,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,Bind,Valorando,Pistol Won,,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,Bind,Valorando,Eco (won),2,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,Bind,Valorando,$ (won),0,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,Bind,Valorando,$$ (won),3,3
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,Bind,Valorando,$$$ (won),10,8
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,All Maps,Team Name,Pistol Won,,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,All Maps,Team Name,Eco (won),5,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,All Maps,Team Name,$ (won),8,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,All Maps,Team Name,$$ (won),9,3
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,All Maps,Team Name,$$$ (won),13,3
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,All Maps,Valorando,Pistol Won,,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,All Maps,Valorando,Eco (won),6,3
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,All Maps,Valorando,$ (won),1,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,All Maps,Valorando,$$ (won),4,4
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,All Maps,Valorando,$$$ (won),24,18
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,Icebox,Finest,Pistol Won,,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,Icebox,Finest,Eco (won),3,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,Icebox,Finest,$ (won),1,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,Icebox,Finest,$$ (won),4,3
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,Icebox,Finest,$$$ (won),13,8
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,Icebox,Panda Express,Pistol Won,,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,Icebox,Panda Express,Eco (won),3,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,Icebox,Panda Express,$ (won),4,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,Icebox,Panda Express,$$ (won),5,4
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,Icebox,Panda Express,$$$ (won),9,3
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,Haven,Finest,Pistol Won,,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,Haven,Finest,Eco (won),2,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,Haven,Finest,$ (won),0,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,Haven,Finest,$$ (won),5,3
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,Haven,Finest,$$$ (won),9,8
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,Haven,Panda Express,Pistol Won,,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,Haven,Panda Express,Eco (won),3,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,Haven,Panda Express,$ (won),2,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,Haven,Panda Express,$$ (won),5,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,Haven,Panda Express,$$$ (won),6,2
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,All Maps,Finest,Pistol Won,,3
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,All Maps,Finest,Eco (won),5,3
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,All Maps,Finest,$ (won),1,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,All Maps,Finest,$$ (won),9,6
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,All Maps,Finest,$$$ (won),22,16
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,All Maps,Panda Express,Pistol Won,,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,All Maps,Panda Express,Eco (won),6,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,All Maps,Panda Express,$ (won),6,0
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,All Maps,Panda Express,$$ (won),10,5
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,All Maps,Panda Express,$$$ (won),15,5
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,MDS Factory vs H2O,Haven,MDS Factory,Pistol Won,,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,MDS Factory vs H2O,Haven,MDS Factory,Eco (won),3,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,MDS Factory vs H2O,Haven,MDS Factory,$ (won),3,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,MDS Factory vs H2O,Haven,MDS Factory,$$ (won),4,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,MDS Factory vs H2O,Haven,MDS Factory,$$$ (won),10,4
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,MDS Factory vs H2O,Haven,H2O,Pistol Won,,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,MDS Factory vs H2O,Haven,H2O,Eco (won),3,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,MDS Factory vs H2O,Haven,H2O,$ (won),1,1
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,MDS Factory vs H2O,Haven,H2O,$$ (won),4,3
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,MDS Factory vs H2O,Haven,H2O,$$$ (won),12,8
