Tournament,Stage,Match Type,Match Name,Map,Team,Player,Agents,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,Econ,Spike Plants,Spike Defuses
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Aspyre vs Last Resistance,All Maps,Last Resistance,Rykinn,"cypher, killjoy",7,1,,,1,3,,,,53,0,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Aspyre vs Last Resistance,All Maps,Last Resistance,RILLA,"sage, skye",3,1,,,1,,,,,41,1,2
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Aspyre vs Last Resistance,All Maps,Last Resistance,Godsanity,astra,4,,,,,,,,,34,4,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Aspyre vs Last Resistance,Ascent,Aspyre,ARES,sova,5,1,,,,,,,,80,3,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Aspyre vs Last Resistance,Ascent,Aspyre,smiley,skye,3,,,,,,,,,66,3,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Aspyre vs Last Resistance,Ascent,Aspyre,demon,jett,4,1,1,,,,,,,70,0,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Aspyre vs Last Resistance,Ascent,Aspyre,laddermoves,killjoy,5,1,1,,,,,,,65,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Aspyre vs Last Resistance,Ascent,Aspyre,dino,astra,3,3,,,,,,,,41,3,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Aspyre vs Last Resistance,Ascent,Last Resistance,manual,sova,1,1,,,1,,,,,38,5,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Aspyre vs Last Resistance,Ascent,Last Resistance,Centi,jett,4,3,,,,,,,,50,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Aspyre vs Last Resistance,Ascent,Last Resistance,Rykinn,killjoy,4,1,,,1,3,,,,58,0,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Aspyre vs Last Resistance,Ascent,Last Resistance,RILLA,skye,1,,,,1,,,,,40,0,2
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Aspyre vs Last Resistance,Ascent,Last Resistance,Godsanity,astra,2,,,,,,,,,33,2,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Aspyre vs Last Resistance,Split,Aspyre,ARES,cypher,2,,,1,,,,,,72,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Aspyre vs Last Resistance,Split,Aspyre,smiley,raze,2,,,,,,,,,60,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Aspyre vs Last Resistance,Split,Aspyre,demon,jett,1,1,,1,,,,,,64,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Aspyre vs Last Resistance,Split,Aspyre,laddermoves,sage,3,3,,,,,,,,90,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Aspyre vs Last Resistance,Split,Aspyre,dino,astra,3,1,,,1,,,,,70,3,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Aspyre vs Last Resistance,Split,Last Resistance,manual,kayo,1,,,,,,,,,23,1,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Aspyre vs Last Resistance,Split,Last Resistance,Centi,jett,2,,,,,,,,,41,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Aspyre vs Last Resistance,Split,Last Resistance,Rykinn,cypher,3,,,,,,,,,48,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Aspyre vs Last Resistance,Split,Last Resistance,RILLA,sage,2,1,,,,,,,,41,1,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Aspyre vs Last Resistance,Split,Last Resistance,Godsanity,astra,2,,,,,,,,,35,2,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,All Maps,Zero MarksMen Black,mina,jett,4,3,,,,,,,,73,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,All Maps,Zero MarksMen Black,Enjoy,"cypher, killjoy",5,1,,,,,,,,46,0,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,All Maps,Zero MarksMen Black,ADRENALINE,astra,3,1,,,,,,,,54,6,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,All Maps,Zero MarksMen Black,shonk,skye,9,4,1,1,1,,,,,93,1,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,All Maps,Zero MarksMen Black,runi,sova,6,4,,,1,1,1,,,74,1,2
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,All Maps,Nameless Esports,AllStar,"chamber, killjoy",4,,,,,,,,,46,3,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,All Maps,Nameless Esports,Upa,astra,2,,,,,,,,,25,2,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,All Maps,Nameless Esports,KXD1,sova,2,1,,,,,,,,47,1,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,All Maps,Nameless Esports,Toshi,jett,6,1,,,,,,,,56,1,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,All Maps,Nameless Esports,zeez,kayo,2,,1,,,,,,,34,1,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,Haven,Zero MarksMen Black,mina,jett,2,1,,,,,,,,73,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,Haven,Zero MarksMen Black,Enjoy,cypher,2,1,,,,,,,,45,0,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,Haven,Zero MarksMen Black,ADRENALINE,astra,1,1,,,,,,,,58,2,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,Haven,Zero MarksMen Black,shonk,skye,6,2,1,1,1,,,,,124,1,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,Haven,Zero MarksMen Black,runi,sova,2,1,,,1,,,,,51,0,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,Haven,Nameless Esports,AllStar,chamber,2,,,,,,,,,45,1,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,Haven,Nameless Esports,Upa,astra,1,,,,,,,,,33,2,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,Haven,Nameless Esports,KXD1,sova,,1,,,,,,,,56,1,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,Haven,Nameless Esports,Toshi,jett,2,,,,,,,,,35,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,Haven,Nameless Esports,zeez,kayo,,,,,,,,,,19,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,Ascent,Zero MarksMen Black,mina,jett,2,2,,,,,,,,72,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,Ascent,Zero MarksMen Black,Enjoy,killjoy,3,,,,,,,,,47,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,Ascent,Zero MarksMen Black,ADRENALINE,astra,2,,,,,,,,,49,4,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,Ascent,Zero MarksMen Black,shonk,skye,3,2,,,,,,,,61,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,Ascent,Zero MarksMen Black,runi,sova,4,3,,,,1,1,,,97,1,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,Ascent,Nameless Esports,AllStar,killjoy,2,,,,,,,,,47,2,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,Ascent,Nameless Esports,Upa,astra,1,,,,,,,,,17,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,Ascent,Nameless Esports,KXD1,sova,2,,,,,,,,,37,0,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,Ascent,Nameless Esports,Toshi,jett,4,1,,,,,,,,76,1,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Nameless Esports,Ascent,Nameless Esports,zeez,kayo,2,,1,,,,,,,49,1,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,All Maps,Team Assent,Velocity,"sage, skye",7,,1,,,,,,,81,10,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,All Maps,Team Assent,churro,"chamber, viper",3,2,1,,,,,,,56,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,All Maps,Team Assent,Nightmare,sova,4,1,1,,,,,,,59,10,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,All Maps,Team Assent,phoon,"astra, viper",6,2,1,,1,,,,,90,1,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,All Maps,Team Assent,Soul,"chamber, jett",8,3,1,,,,,,,102,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,All Maps,24Haven,Sultinate,jett,3,2,1,,,,,,,55,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,All Maps,24Haven,Slandy,"chamber, skye",4,,,,1,,,,,38,0,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,All Maps,24Haven,Vernina,viper,2,,,,1,,,,,38,4,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,All Maps,24Haven,Mady,"chamber, sage",1,,,,1,,,,,33,1,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,All Maps,24Haven,LunaFox,sova,6,,,,,,,,,50,3,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,Icebox,Team Assent,Velocity,sage,3,,1,,,,,,,116,8,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,Icebox,Team Assent,churro,chamber,1,1,,,,,,,,42,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,Icebox,Team Assent,Nightmare,sova,,,,,,,,,,38,4,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,Icebox,Team Assent,phoon,viper,3,1,1,,,,,,,106,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,Icebox,Team Assent,Soul,jett,4,2,,,,,,,,121,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,Icebox,24Haven,Sultinate,jett,,,,,,,,,,43,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,Icebox,24Haven,Slandy,chamber,2,,,,,,,,,41,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,Icebox,24Haven,Vernina,viper,2,,,,,,,,,47,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,Icebox,24Haven,Mady,sage,,,,,,,,,,43,0,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,Icebox,24Haven,LunaFox,sova,1,,,,,,,,,37,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,Breeze,Team Assent,Velocity,skye,4,,,,,,,,,46,2,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,Breeze,Team Assent,churro,viper,2,1,1,,,,,,,70,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,Breeze,Team Assent,Nightmare,sova,4,1,1,,,,,,,80,6,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,Breeze,Team Assent,phoon,astra,3,1,,,1,,,,,74,1,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,Breeze,Team Assent,Soul,chamber,4,1,1,,,,,,,82,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,Breeze,24Haven,Sultinate,jett,3,2,1,,,,,,,67,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,Breeze,24Haven,Slandy,skye,2,,,,1,,,,,35,0,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,Breeze,24Haven,Vernina,viper,,,,,1,,,,,29,4,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,Breeze,24Haven,Mady,chamber,1,,,,1,,,,,23,1,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Team Assent vs 24Haven,Breeze,24Haven,LunaFox,sova,5,,,,,,,,,62,3,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,All Maps,T1,thwifo,"killjoy, sage",8,1,,,1,,,,,63,13,3
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,All Maps,T1,steel,sova,4,2,,,,,,,,60,1,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,All Maps,T1,curry,"reyna, skye",1,3,,,1,,,,,47,5,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,All Maps,T1,pwny,"astra, viper",6,1,,,1,,,,,44,1,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,All Maps,T1,seven,"chamber, jett",10,2,,2,1,,,,,73,1,2
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,All Maps,ExiLe Gaming,ZiggyAZ,"astra, sage",1,1,,,,,,,,36,8,3
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,All Maps,ExiLe Gaming,beam,"chamber, skye",6,2,,,1,,,,,59,2,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,All Maps,ExiLe Gaming,Serenity,"killjoy, viper",3,2,,,,1,,,,41,2,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,All Maps,ExiLe Gaming,Poppin,jett,7,3,,,,,,,,58,0,3
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,All Maps,ExiLe Gaming,Somkitt,sova,4,1,,,1,,,,,51,5,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,Icebox,T1,thwifo,sage,4,,,,,,,,,45,11,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,Icebox,T1,steel,sova,2,1,,,,,,,,59,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,Icebox,T1,curry,reyna,,1,,,,,,,,41,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,Icebox,T1,pwny,viper,3,1,,,,,,,,53,0,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,Icebox,T1,seven,chamber,5,1,,1,,,,,,75,1,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,Icebox,ExiLe Gaming,ZiggyAZ,sage,1,1,,,,,,,,55,5,3
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,Icebox,ExiLe Gaming,beam,chamber,3,,,,,,,,,66,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,Icebox,ExiLe Gaming,Serenity,viper,1,1,,,,,,,,34,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,Icebox,ExiLe Gaming,Poppin,jett,3,3,,,,,,,,65,0,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,Icebox,ExiLe Gaming,Somkitt,sova,3,,,,,,,,,49,2,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,Haven,T1,thwifo,killjoy,4,1,,,1,,,,,81,2,2
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,Haven,T1,steel,sova,2,1,,,,,,,,61,1,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,Haven,T1,curry,skye,1,2,,,1,,,,,52,5,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,Haven,T1,pwny,astra,3,,,,1,,,,,35,1,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,Haven,T1,seven,jett,5,1,,1,1,,,,,70,0,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,Haven,ExiLe Gaming,ZiggyAZ,astra,,,,,,,,,,17,3,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,Haven,ExiLe Gaming,beam,skye,3,2,,,1,,,,,52,2,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,Haven,ExiLe Gaming,Serenity,killjoy,2,1,,,,1,,,,47,2,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,Haven,ExiLe Gaming,Poppin,jett,4,,,,,,,,,50,0,2
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,T1 vs ExiLe Gaming,Haven,ExiLe Gaming,Somkitt,sova,1,1,,,1,,,,,53,3,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,All Maps,VIRTUOSO,snxper,skye,5,,,1,,,,1,,71,11,2
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,All Maps,VIRTUOSO,iKoniK,"jett, raze",5,4,3,,1,,,,,98,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,All Maps,VIRTUOSO,Blahst,"astra, viper",3,4,2,,,1,1,,,61,5,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,All Maps,VIRTUOSO,Eley,"cypher, viper",2,1,,,1,,,,,43,0,2
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,All Maps,VIRTUOSO,King,sova,6,2,,,,,,,,75,0,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,All Maps,Asian Ravioli,CamLikesCow,chamber,,,,,,,,,,25,2,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,All Maps,Asian Ravioli,Ting,"reyna, skye",1,1,2,,,,,,,47,5,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,All Maps,Asian Ravioli,Frosty,"astra, viper",1,1,,,,,,,,28,4,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,All Maps,Asian Ravioli,shady,sova,4,3,1,,,1,,,,72,2,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,All Maps,Asian Ravioli,Sak1,jett,4,2,,,,,,,,52,0,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,Bind,VIRTUOSO,snxper,skye,2,,,1,,,,1,,88,3,2
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,Bind,VIRTUOSO,iKoniK,raze,1,2,2,,,,,,,89,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,Bind,VIRTUOSO,Blahst,astra,2,2,1,,,,,,,58,1,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,Bind,VIRTUOSO,Eley,viper,1,,,,1,,,,,44,0,2
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,Bind,VIRTUOSO,King,sova,4,1,,,,,,,,84,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,Bind,Asian Ravioli,CamLikesCow,chamber,,,,,,,,,,29,1,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,Bind,Asian Ravioli,Ting,skye,,,,,,,,,,24,3,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,Bind,Asian Ravioli,Frosty,astra,,,,,,,,,,18,2,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,Bind,Asian Ravioli,shady,sova,1,3,1,,,1,,,,100,1,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,Bind,Asian Ravioli,Sak1,jett,,,,,,,,,,40,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,Breeze,VIRTUOSO,snxper,skye,3,,,,,,,,,54,8,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,Breeze,VIRTUOSO,iKoniK,jett,4,2,1,,1,,,,,106,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,Breeze,VIRTUOSO,Blahst,viper,1,2,1,,,1,1,,,64,4,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,Breeze,VIRTUOSO,Eley,cypher,1,1,,,,,,,,42,0,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,Breeze,VIRTUOSO,King,sova,2,1,,,,,,,,66,0,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,Breeze,Asian Ravioli,CamLikesCow,chamber,,,,,,,,,,21,1,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,Breeze,Asian Ravioli,Ting,reyna,1,1,2,,,,,,,69,2,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,Breeze,Asian Ravioli,Frosty,viper,1,1,,,,,,,,38,2,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,Breeze,Asian Ravioli,shady,sova,3,,,,,,,,,43,1,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,VIRTUOSO vs Asian Ravioli,Breeze,Asian Ravioli,Sak1,jett,4,2,,,,,,,,64,0,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,SHOWRUNNERS vs United Nerds,All Maps,SHOWRUNNERS,starly,chamber,8,4,,,1,1,,,,60,2,3
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,SHOWRUNNERS vs United Nerds,All Maps,SHOWRUNNERS,lore,skye,7,1,1,,1,,,,,47,5,2
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,SHOWRUNNERS vs United Nerds,All Maps,SHOWRUNNERS,Decay,sova,4,2,,,,,,,,51,4,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,SHOWRUNNERS vs United Nerds,All Maps,SHOWRUNNERS,Allan,astra,8,1,1,,,,,,,58,4,6
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,SHOWRUNNERS vs United Nerds,All Maps,SHOWRUNNERS,dre,jett,7,3,1,,,,,,,69,1,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,SHOWRUNNERS vs United Nerds,All Maps,United Nerds,Veer,"breach, skye",4,2,,,2,1,,,,57,7,2
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,SHOWRUNNERS vs United Nerds,All Maps,United Nerds,dashDevv,jett,6,2,1,,,,,,,55,1,0
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,SHOWRUNNERS vs United Nerds,All Maps,United Nerds,Rex0,sova,3,3,,,1,,,,,55,1,2
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,SHOWRUNNERS vs United Nerds,All Maps,United Nerds,CuhChow,"chamber, killjoy",4,,,,,,,,,35,0,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,SHOWRUNNERS vs United Nerds,All Maps,United Nerds,Insanity,astra,9,1,,,,,,,,49,11,1
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,SHOWRUNNERS vs United Nerds,Ascent,SHOWRUNNERS,starly,chamber,2,3,,,1,1,,,,53,1,3
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,SHOWRUNNERS vs United Nerds,Ascent,SHOWRUNNERS,lore,skye,4,1,1,,,,,,,53,3,1
